
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A
1,2012,6,2012-10-14,23-089,ATL,,OAK,W 23-20,,0,0,,0,0,0,,,
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A
2,2013,1,2013-09-08,24-053,ATL,@,NOR,L 17-23,,,,,,,,,,
3,2013,2,2013-09-15,24-060,ATL,,STL,W 31-24,,,,,,,,,,
4,2013,3,2013-09-22,24-067,ATL,@,MIA,L 23-27,,,,,,,,,,
5,2013,4,2013-09-29,24-074,ATL,,NWE,L 23-30,,,,,,,,,,
6,2013,5,2013-10-07,24-082,ATL,,NYJ,L 28-30,,,,,,,,,,
7,2013,6,2013-10-20,24-095,ATL,,TAM,W 31-23,,,,,,,,,,
8,2013,7,2013-10-27,24-102,ATL,@,ARI,L 13-27,,,,,,,,,,
9,2013,8,2013-11-03,24-109,ATL,@,CAR,L 10-34,,,,,,,,,,
10,2013,9,2013-11-10,24-116,ATL,,SEA,L 10-33,,,,,,,,,,
11,2013,10,2013-11-17,24-123,ATL,@,TAM,L 28-41,,5,7,71.43,34,0,0,81.8,4.86,4.86
12,2013,11,2013-11-21,24-127,ATL,,NOR,L 13-17,,,,,,,,,,
,,,12 Games,,,,,3-9-0,,5,7,71.43,34,0,0,81.8,4.86,4.86
