
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
1,2014,1,2014-09-07,23-163,OAK,@,NYJ,L 14-19,*,20,32,62.50,151,2,0,94.7,4.72,5.97,1,-1,-1.00,0,0.0,0,0
2,2014,2,2014-09-14,23-170,OAK,,HOU,L 14-30,*,27,42,64.29,263,1,2,69.8,6.26,4.60,4,58,14.50,0,0.0,0,0
3,2014,3,2014-09-21,23-177,OAK,@,NWE,L 9-16,*,21,34,61.76,174,0,1,62.6,5.12,3.79,0,0,,0,0.0,0,0
4,2014,4,2014-09-28,23-184,OAK,,MIA,L 14-38,*,16,25,64.00,146,1,1,76.4,5.84,4.84,2,9,4.50,0,0.0,0,0
5,2014,5,2014-10-12,23-198,OAK,,SDG,L 28-31,*,18,34,52.94,282,4,1,107.7,8.29,9.32,1,2,2.00,0,0.0,0,0
6,2014,6,2014-10-19,23-205,OAK,,ARI,L 13-24,*,16,28,57.14,173,0,0,75.4,6.18,6.18,2,2,1.00,0,0.0,0,0
7,2014,7,2014-10-26,23-212,OAK,@,CLE,L 13-23,*,34,54,62.96,328,1,0,86.0,6.07,6.44,1,2,2.00,0,0.0,0,0
8,2014,8,2014-11-02,23-219,OAK,@,SEA,L 24-30,*,24,41,58.54,194,2,2,66.5,4.73,3.51,2,9,4.50,0,0.0,0,0
9,2014,9,2014-11-09,23-226,OAK,,DEN,L 17-41,*,30,47,63.83,192,2,2,68.8,4.09,3.02,0,0,,0,0.0,0,0
10,2014,10,2014-11-16,23-233,OAK,@,SDG,L 6-13,*,16,34,47.06,172,0,0,62.4,5.06,5.06,2,0,0.00,0,0.0,0,0
11,2014,11,2014-11-20,23-237,OAK,,KAN,W 24-20,*,18,35,51.43,174,1,0,75.2,4.97,5.54,3,2,0.67,0,0.0,0,0
12,2014,12,2014-11-30,23-247,OAK,@,STL,L 0-52,*,24,39,61.54,173,0,2,50.5,4.44,2.13,1,1,1.00,0,0.0,0,0
13,2014,13,2014-12-07,23-254,OAK,,SFO,W 24-13,*,22,28,78.57,254,3,0,140.2,9.07,11.21,2,2,1.00,0,0.0,0,0
14,2014,14,2014-12-14,23-261,OAK,@,KAN,L 13-31,*,27,56,48.21,222,1,0,64.7,3.96,4.32,1,0,0.00,0,0.0,1,0
15,2014,15,2014-12-21,23-268,OAK,,BUF,W 26-24,*,17,34,50.00,214,2,0,89.6,6.29,7.47,4,0,0.00,0,0.0,0,0
16,2014,16,2014-12-28,23-275,OAK,@,DEN,L 14-47,*,18,36,50.00,158,1,1,59.7,4.39,3.69,3,6,2.00,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
17,2015,1,2015-09-13,24-169,OAK,,CIN,L 13-33,*,7,12,58.33,61,0,0,71.9,5.08,5.08,1,8,8.00,0,0.0,0,0
18,2015,2,2015-09-20,24-176,OAK,,BAL,W 37-33,*,30,46,65.22,351,3,1,100.9,7.63,7.96,2,23,11.50,0,0.0,0,0
19,2015,3,2015-09-27,24-183,OAK,@,CLE,W 27-20,*,20,32,62.50,314,2,0,115.9,9.81,11.06,1,-1,-1.00,0,0.0,0,0
20,2015,4,2015-10-04,24-190,OAK,@,CHI,L 20-22,*,20,33,60.61,196,2,1,84.9,5.94,5.79,1,0,0.00,0,0.0,0,0
21,2015,5,2015-10-11,24-197,OAK,,DEN,L 10-16,*,26,39,66.67,249,1,1,82.1,6.38,5.74,1,-1,-1.00,0,0.0,0,0
22,2015,6,2015-10-25,24-211,OAK,@,SDG,W 37-29,*,24,31,77.42,289,3,0,137.7,9.32,11.26,2,3,1.50,0,0.0,0,0
,,,22 Games,,,,,6-16-0,,475,792,59.97,4730,32,15,82.5,5.97,5.93,37,124,3.35,0,0.0,1,0
