
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1996,14,1996-12-08,26-190,CHI,,STL,W 35-9,,0,0,,0,0,0,,,,0,0,,0,,,,,,,
2,1996,16,1996-12-22,26-204,CHI,@,TAM,L 19-34,,13,17,76.47,158,1,0,124.1,9.29,10.47,1,2,2.00,1,0,0,0,,0,1,6
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
3,1999,1,1999-09-12,29-103,CHI,,KAN,W 20-17,*,25,38,65.79,245,2,0,101.3,6.45,7.50,3,-3,-1.00,0,0,0,0,,0,0,0
4,1999,2,1999-09-19,29-110,CHI,,SEA,L 13-14,*,22,42,52.38,212,0,0,66.8,5.05,5.05,1,-1,-1.00,0,0,0,0,,0,0,0
5,1999,3,1999-09-26,29-117,CHI,@,OAK,L 17-24,*,20,30,66.67,178,2,1,90.7,5.93,5.77,1,-1,-1.00,0,0,0,0,,0,0,0
6,1999,4,1999-10-03,29-124,CHI,,NOR,W 14-10,*,25,39,64.10,224,2,2,75.2,5.74,4.46,3,23,7.67,0,0,0,0,,0,0,0
7,1999,5,1999-10-10,29-131,CHI,@,MIN,W 24-22,*,19,28,67.86,184,2,0,109.8,6.57,8.00,1,6,6.00,0,0,0,0,,0,0,0
8,1999,8,1999-10-31,29-152,CHI,@,WAS,L 22-48,*,13,23,56.52,113,0,1,51.5,4.91,2.96,1,0,0.00,0,0,0,0,,0,0,0
9,1999,13,1999-12-05,29-187,CHI,,GNB,L 19-35,*,20,36,55.56,223,0,1,62.6,6.19,4.94,3,7,2.33,0,0,0,0,,0,0,0
10,1999,15,1999-12-26,29-208,CHI,@,STL,L 12-34,,23,39,58.97,266,2,1,86.1,6.82,6.69,1,0,0.00,0,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
11,2000,10,2000-11-12,30-164,CHI,@,BUF,L 3-20,,11,24,45.83,106,0,3,19.1,4.42,-1.21,1,5,5.00,0,0,0,0,,0,0,0
12,2000,11,2000-11-19,30-171,CHI,,TAM,W 13-10,*,20,34,58.82,165,0,1,59.1,4.85,3.53,4,5,1.25,0,0,0,0,,0,0,0
13,2000,12,2000-11-26,30-178,CHI,@,NYJ,L 10-17,*,13,32,40.63,98,1,0,59.1,3.06,3.69,1,0,0.00,0,0,0,0,,0,0,0
14,2000,13,2000-12-03,30-185,CHI,,GNB,L 6-28,*,22,43,51.16,233,0,2,47.9,5.42,3.33,3,23,7.67,0,0,0,0,,0,0,0
15,2000,14,2000-12-10,30-192,CHI,,NWE,W 24-17,*,22,27,81.48,239,2,0,128.2,8.85,10.33,1,2,2.00,0,0,0,0,,0,0,0
16,2000,16,2000-12-24,30-206,CHI,@,DET,W 23-20,*,14,18,77.78,123,0,0,95.1,6.83,6.83,0,0,,0,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
17,2001,1,2001-09-09,31-100,CHI,@,BAL,L 6-17,*,24,39,61.54,138,0,2,46.7,3.54,1.23,2,2,1.00,0,0,0,0,,0,0,0
18,2001,2,2001-09-23,31-114,CHI,,MIN,W 17-10,*,5,9,55.56,33,0,0,63.7,3.67,3.67,1,0,0.00,0,0,0,0,,0,0,0
19,2001,4,2001-10-14,31-135,CHI,,ARI,W 20-13,,,,,,,,,,,0,,,,,,,,,,
20,2001,6,2001-10-28,31-149,CHI,,SFO,W 37-31,,25,31,80.65,166,3,1,107.8,5.35,5.84,1,3,3.00,0,0,0,0,,0,0,0
21,2001,7,2001-11-04,31-156,CHI,,CLE,W 27-21,*,30,50,60.00,357,2,3,70.2,7.14,5.24,0,0,,0,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
22,2002,1,2002-09-08,32-099,WAS,,ARI,W 31-23,*,28,40,70.00,327,3,1,109.1,8.18,8.55,4,0,0.00,0,0,0,0,,0,0,0
23,2002,2,2002-09-16,32-107,WAS,,PHI,L 7-37,*,10,22,45.45,62,0,1,33.5,2.82,0.77,2,16,8.00,0,0,0,0,,0,0,0
24,2002,3,2002-09-22,32-113,WAS,@,SFO,L 10-20,*,17,28,60.71,169,1,0,89.7,6.04,6.75,0,0,,0,0,0,0,,0,0,0
25,2002,7,2002-10-27,32-148,WAS,,IND,W 26-21,*,17,35,48.57,210,2,0,86.6,6.00,7.14,3,10,3.33,0,1,1,-13,-13.00,0,0,0
26,2002,8,2002-11-03,32-155,WAS,@,SEA,W 14-3,*,10,27,37.04,114,2,1,59.8,4.22,4.04,1,-1,-1.00,0,0,0,0,,0,0,0
27,2002,9,2002-11-10,32-162,WAS,@,JAX,L 7-26,*,27,50,54.00,256,1,2,58.4,5.12,3.72,1,4,4.00,0,0,0,0,,0,0,0
28,2002,10,2002-11-17,32-169,WAS,@,NYG,L 17-19,*,15,35,42.86,113,2,1,58.4,3.23,3.09,1,2,2.00,0,0,0,0,,0,0,0
29,2002,12,2002-11-28,32-180,WAS,@,DAL,L 20-27,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
30,2004,5,2004-10-17,34-138,BUF,,MIA,W 20-13,,,,,,,,,,,,,,,,,,,,,
31,2004,7,2004-10-31,34-152,BUF,,ARI,W 38-14,,0,0,,0,0,0,,,,2,-3,-1.50,0,0,0,0,,0,0,0
