
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Ret,Yds,Y/R,TD,Int,Yds,TD
1,1977,4,1977-10-09,22-003,PIT,@,HOU,L 10-27,,3,8,37.50,43,0,2,16.1,5.38,-5.88,3,8,2.67,0,0,0,,0,1,1,0
2,1977,10,1977-11-20,22-045,PIT,,DAL,W 28-13,,0,0,,0,0,0,,,,0,0,,0,0,0,,0,1,7,0
3,1977,11,1977-11-27,22-052,PIT,@,NYJ,W 23-20,,0,0,,0,0,0,,,,0,0,,0,0,0,,0,1,29,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Ret,Yds,Y/R,TD,Int,Yds,TD
4,1978,1,1978-09-03,22-332,PIT,@,BUF,W 28-17,,0,0,,0,0,0,,,,0,0,,0,0,0,,0,1,0,0
5,1978,3,1978-09-17,22-346,PIT,@,CIN,W 28-3,,0,0,,0,0,0,,,,0,0,,0,0,0,,0,1,17,0
6,1978,4,1978-09-24,22-353,PIT,,CLE,W 15-9,,0,0,,0,0,0,,,,0,0,,0,0,0,,0,1,65,0
7,1978,13,1978-11-27,23-052,PIT,@,SFO,W 24-7,,0,0,,0,0,0,,,,0,0,,0,0,0,,0,1,13,0
8,1978,15,1978-12-09,23-064,PIT,,BAL,W 35-13,,0,0,,0,0,0,,,,0,0,,0,0,0,,0,1,0,0
9,1978,16,1978-12-16,23-071,PIT,@,DEN,W 21-17,,0,0,,0,0,0,,,,0,0,,0,0,0,,0,1,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Ret,Yds,Y/R,TD,Int,Yds,TD
10,1979,2,1979-09-09,23-338,SFO,,DAL,L 13-21,,0,0,,0,0,0,,,,0,0,,0,1,11,11.00,0,0,0,0
11,1979,7,1979-10-14,24-008,SFO,@,NYG,L 16-32,,0,0,,0,0,0,,,,0,0,,0,1,0,0.00,0,0,0,0
12,1979,8,1979-10-21,24-015,SFO,,ATL,W 20-15,,0,0,,0,0,0,,,,0,0,,0,1,10,10.00,0,0,0,0
13,1979,10,1979-11-04,24-029,SFO,@,OAK,L 10-23,,0,0,,0,0,0,,,,0,0,,0,2,5,2.50,0,0,0,0
14,1979,12,1979-11-18,24-043,SFO,,DEN,L 28-38,,0,0,,0,0,0,,,,0,0,,0,2,20,10.00,0,0,0,0
15,1979,16,1979-12-16,24-071,SFO,@,ATL,L 21-31,,0,0,,0,0,0,,,,0,0,,0,1,6,6.00,0,0,0,0
,,,15 Games,,,,,9-6-0,,3,8,37.50,43,0,2,16.1,5.38,-5.88,3,8,2.67,0,8,52,6.50,0,9,132,0
