
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD
1,2003,13,2003-12-07,24-065,HOU,@,JAX,L 0-27,*,11,23,47.83,71,0,1,36.7,3.09,1.13,5,51,10.20,0,1,1,-5,-5.00,0
2,2003,14,2003-12-14,24-072,HOU,@,TAM,L 3-16,*,9,17,52.94,64,0,0,61.9,3.76,3.76,1,0,0.00,0,0,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD
3,2005,6,2005-10-23,26-020,HOU,,IND,L 20-38,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0
,,,3 Games,,,,,0-3-0,,20,40,50.00,135,0,1,47.4,3.38,2.25,6,51,8.50,0,1,1,-5,-5.00,0
