
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1967,2,1967-09-22,29-187,MIN,@,RAM,L 3-39,,8,18,44.44,157,0,2,35.9,8.72,3.72,3,34,11.33,0,0,0
2,1967,3,1967-10-01,29-196,MIN,,CHI,L 7-17,,6,10,60.00,109,1,1,91.2,10.90,8.40,1,6,6.00,0,0,0
3,1967,4,1967-10-08,29-203,MIN,,STL,L 24-34,*,12,22,54.55,281,1,2,76.9,12.77,9.59,2,3,1.50,0,0,0
4,1967,5,1967-10-15,29-210,MIN,@,GNB,W 10-7,*,2,11,18.18,25,0,2,0.0,2.27,-5.91,2,7,3.50,0,0,0
5,1967,6,1967-10-22,29-217,MIN,,BAL,T 20-20,*,15,25,60.00,202,1,0,99.1,8.08,8.88,4,34,8.50,0,0,0
6,1967,7,1967-10-29,29-224,MIN,@,ATL,L 20-21,*,1,4,25.00,11,0,1,0.0,2.75,-8.50,1,8,8.00,0,0,0
7,1967,8,1967-11-05,29-231,MIN,,NYG,W 27-24,*,10,17,58.82,121,0,1,56.3,7.12,4.47,4,19,4.75,1,1,6
8,1967,9,1967-11-12,29-238,MIN,,DET,T 10-10,*,6,15,40.00,68,0,0,54.3,4.53,4.53,0,0,,0,0,0
9,1967,10,1967-11-19,29-245,MIN,@,CLE,L 10-14,*,7,13,53.85,40,0,0,59.8,3.08,3.08,3,6,2.00,0,0,0
10,1967,11,1967-11-26,29-252,MIN,@,PIT,W 41-27,*,13,28,46.43,127,2,3,43.9,4.54,1.14,5,32,6.40,1,1,6
11,1967,12,1967-12-03,29-259,MIN,,GNB,L 27-30,*,8,17,47.06,90,2,1,78.1,5.29,5.00,2,18,9.00,0,0,0
12,1967,13,1967-12-10,29-266,MIN,@,CHI,T 10-10,*,8,19,42.11,115,1,1,58.0,6.05,4.74,0,0,,0,0,0
13,1967,14,1967-12-17,29-273,MIN,@,DET,L 3-14,*,6,15,40.00,40,0,3,8.3,2.67,-6.33,0,0,,0,0,0
