
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,2004,6,2004-10-24,23-115,CHI,@,TAM,L 7-19,,9,19,47.37,69,0,1,34.8,3.63,1.26,1,4,4.00,0
2,2004,7,2004-10-31,23-122,CHI,,SFO,W 23-13,*,13,25,52.00,168,1,1,70.1,6.72,5.72,4,9,2.25,0
3,2004,8,2004-11-07,23-129,CHI,@,NYG,W 28-21,*,8,21,38.10,144,1,0,78.3,6.86,7.81,6,12,2.00,0
4,2004,9,2004-11-14,23-136,CHI,@,TEN,W 19-17,*,10,28,35.71,116,0,2,19.3,4.14,0.93,1,9,9.00,0
5,2004,10,2004-11-21,23-143,CHI,,IND,L 10-41,*,14,24,58.33,175,1,2,60.2,7.29,4.38,4,5,1.25,0
6,2004,11,2004-11-25,23-147,CHI,@,DAL,L 7-21,*,5,10,50.00,46,0,0,62.9,4.60,4.60,2,2,1.00,0
,,,6 Games,,,,,3-3-0,,59,127,46.46,718,3,6,52.5,5.65,4.00,18,41,2.28,0
