
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1974,4,1974-10-06,24-267,NWE,,BAL,W 42-3,,1,1,100.00,20,0,0,118.7,20.00,20.00,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
2,1975,1,1975-09-21,25-252,NWE,,HOU,L 0-7,*,10,18,55.56,95,0,0,70.4,5.28,5.28,1,2,2.00,0
3,1975,2,1975-09-28,25-259,NWE,,MIA,L 14-22,*,8,17,47.06,126,2,3,71.8,7.41,1.82,1,0,0.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
4,1977,6,1977-10-23,27-284,PIT,,HOU,W 27-10,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
5,1977,8,1977-11-06,27-298,PIT,@,DEN,L 7-21,,0,1,0.00,0,0,0,39.6,0.00,0.00,1,4,4.00,0
6,1977,9,1977-11-13,27-305,PIT,,CLE,W 35-31,,2,2,100.00,-6,0,0,79.2,-3.00,-3.00,2,-1,-0.50,0
7,1977,14,1977-12-18,27-340,PIT,@,SDG,W 10-9,,4,8,50.00,53,0,0,71.4,6.63,6.63,2,0,0.00,0
,,,7 Games,,,,,4-3-0,,25,48,52.08,288,2,3,58.3,6.00,4.02,7,5,0.71,0
