
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,2004,7,2004-10-31,24-123,SFO,@,CHI,L 13-23,,,,,,,,,,,,,,
2,2004,15,2004-12-26,24-179,SFO,,BUF,L 7-41,,4,10,40.00,55,0,2,18.7,5.50,-3.50,1,5,5.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
3,2005,4,2005-10-02,25-094,SFO,@,ARI,L 14-31,,0,0,,0,0,0,,,,0,0,,0
4,2005,5,2005-10-09,25-101,SFO,,IND,L 3-28,,0,0,,0,0,0,,,,0,0,,0
5,2005,7,2005-10-30,25-122,SFO,,TAM,W 15-10,,1,1,100.00,10,0,0,108.3,10.00,10.00,2,12,6.00,0
6,2005,8,2005-11-06,25-129,SFO,,NYG,L 6-24,*,12,21,57.14,102,0,1,50.1,4.86,2.71,5,15,3.00,0
7,2005,9,2005-11-13,25-136,SFO,@,CHI,L 9-17,*,1,13,7.69,28,0,1,7.5,2.15,-1.31,6,15,2.50,0
,,,7 Games,,,,,1-6-0,,18,45,40.00,195,0,4,16.4,4.33,0.33,14,47,3.36,0
