
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,2001,7,2001-11-04,22-269,DET,@,SFO,L 13-21,,2,4,50.00,16,0,0,60.4,4.00,4.00,3,7,2.33,0,0,0,0,,0,0,0
2,2001,8,2001-11-11,22-276,DET,,TAM,L 17-20,,0,1,0.00,0,0,0,39.6,0.00,0.00,1,3,3.00,0,0,0,0,,0,0,0
3,2001,9,2001-11-18,22-283,DET,@,ARI,L 38-45,,,,,,,,,,,,,,,,,,,,,
4,2001,10,2001-11-22,22-287,DET,,GNB,L 27-29,,9,20,45.00,89,1,0,74.8,4.45,5.45,3,12,4.00,0,0,0,0,,0,0,0
5,2001,11,2001-12-02,22-297,DET,@,CHI,L 10-13,,4,9,44.44,42,0,0,58.6,4.67,4.67,4,25,6.25,0,0,0,0,,0,0,0
6,2001,12,2001-12-09,22-304,DET,@,TAM,L 12-15,*,11,25,44.00,165,0,0,66.2,6.60,6.60,2,3,1.50,0,0,0,0,,0,0,0
7,2001,13,2001-12-16,22-311,DET,,MIN,W 27-24,*,15,28,53.57,241,0,0,82.6,8.61,8.61,12,74,6.17,1,0,0,0,,0,1,6
8,2001,14,2001-12-23,22-318,DET,@,PIT,L 14-47,*,12,28,42.86,118,2,1,64.3,4.21,4.04,2,21,10.50,0,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
9,2002,1,2002-09-08,23-212,DET,@,MIA,L 21-49,*,13,25,52.00,179,1,1,71.9,7.16,6.16,2,11,5.50,1,0,0,0,,0,1,6
10,2002,2,2002-09-15,23-219,DET,@,CAR,L 7-31,*,9,23,39.13,95,0,1,33.8,4.13,2.17,3,13,4.33,1,0,0,0,,0,1,6
11,2002,8,2002-11-03,23-268,DET,,DAL,W 9-7,,0,0,,0,0,0,,,,1,1,1.00,0,0,0,0,,0,0,0
12,2002,12,2002-11-28,23-293,DET,,NWE,L 12-20,,0,0,,0,0,0,,,,1,2,2.00,0,1,1,7,7.00,0,0,0
13,2002,13,2002-12-08,23-303,DET,@,ARI,L 20-23,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,0,,0,0,0
14,2002,14,2002-12-15,23-310,DET,,TAM,L 20-23,,10,21,47.62,158,1,1,69.1,7.52,6.33,2,1,0.50,1,0,0,0,,0,1,6
15,2002,15,2002-12-22,23-317,DET,@,ATL,L 15-36,*,11,33,33.33,149,2,3,31.0,4.52,1.64,2,25,12.50,0,0,0,0,,0,0,0
16,2002,16,2002-12-29,23-324,DET,,MIN,L 36-38,*,19,44,43.18,293,3,3,60.1,6.66,4.95,3,43,14.33,0,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
17,2003,3,2003-09-21,24-225,DET,,MIN,L 13-23,,,,,,,,,,,,,,,0,,,,,,
18,2003,6,2003-10-19,24-253,DET,,DAL,L 7-38,,5,20,25.00,51,0,1,18.7,2.55,0.30,3,18,6.00,0,0,0,0,,0,0,0
19,2003,15,2003-12-21,24-316,DET,@,CAR,L 14-20,,4,11,36.36,36,0,1,8.1,3.27,-0.82,2,14,7.00,0,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
20,2004,11,2004-11-25,25-291,DET,,IND,L 9-41,,11,15,73.33,77,0,1,56.8,5.13,2.13,2,18,9.00,0,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
21,2005,2,2005-09-18,26-222,PHI,,SFO,W 42-3,,1,1,100.00,22,0,0,118.7,22.00,22.00,1,-1,-1.00,0,0,0,0,,0,0,0
22,2005,9,2005-11-14,26-279,PHI,,DAL,L 20-21,,2,5,40.00,14,0,0,47.9,2.80,2.80,1,9,9.00,0,0,0,0,,0,0,0
23,2005,10,2005-11-20,26-285,PHI,@,NYG,L 17-27,*,18,39,46.15,298,1,1,70.2,7.64,7.00,9,31,3.44,1,0,0,0,,0,1,6
24,2005,11,2005-11-27,26-292,PHI,,GNB,W 19-14,*,12,28,42.86,91,0,0,51.3,3.25,3.25,6,22,3.67,0,0,0,0,,0,0,0
25,2005,12,2005-12-05,26-300,PHI,,SEA,L 0-42,*,4,10,40.00,61,0,2,21.2,6.10,-2.90,3,14,4.67,0,0,0,0,,0,0,0
26,2005,13,2005-12-11,26-306,PHI,,NYG,L 23-26,*,14,32,43.75,190,0,0,63.3,5.94,5.94,1,2,2.00,0,0,0,0,,0,0,0
27,2005,14,2005-12-18,26-313,PHI,@,STL,W 17-16,*,15,28,53.57,97,1,3,33.5,3.46,-0.64,7,17,2.43,0,0,0,0,,0,0,0
28,2005,15,2005-12-24,26-319,PHI,@,ARI,L 21-27,*,12,33,36.36,151,1,1,48.9,4.58,3.82,3,21,7.00,2,0,0,0,,0,2,12
29,2005,16,2006-01-01,26-327,PHI,,WAS,L 20-31,*,16,31,51.61,234,2,1,84.6,7.55,7.39,3,3,1.00,0,0,0,0,,0,0,0
,,,29 Games,,,,,5-24-0,,229,515,44.47,2867,15,21,55.1,5.57,4.31,82,409,4.99,7,1,1,7,7.00,0,7,42
