
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1995,4,1995-09-24,23-018,CLE,,KAN,W 35-17,,0,0,,0,0,0,,,,0,0,,0
2,1995,6,1995-10-08,23-032,CLE,@,DET,L 20-38,,6,10,60.00,46,1,0,104.6,4.60,6.60,0,0,,0
3,1995,8,1995-10-29,23-053,CLE,@,CIN,W 29-26,*,26,46,56.52,310,1,1,75.5,6.74,6.20,8,44,5.50,0
4,1995,9,1995-11-05,23-060,CLE,,HOU,L 10-37,*,28,54,51.85,273,1,3,49.4,5.06,2.93,4,31,7.75,0
5,1995,10,1995-11-13,23-068,CLE,@,PIT,L 3-20,*,7,19,36.84,67,0,1,25.5,3.53,1.16,2,3,1.50,0
6,1995,11,1995-11-19,23-074,CLE,,GNB,L 20-31,*,5,10,50.00,14,0,0,56.2,1.40,1.40,1,2,2.00,0
7,1995,14,1995-12-09,23-094,CLE,@,MIN,L 11-27,,10,22,45.45,154,1,4,44.7,7.00,-0.27,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
8,1996,11,1996-11-17,24-072,BAL,@,SFO,L 20-38,,10,21,47.62,97,1,1,57.0,4.62,3.43,2,8,4.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
9,1997,10,1997-11-09,25-064,BAL,@,PIT,L 0-37,,2,7,28.57,16,0,1,0.0,2.29,-4.14,1,0,0.00,0
10,1997,13,1997-11-30,25-085,BAL,@,JAX,L 27-29,,7,12,58.33,87,1,0,108.7,7.25,8.92,3,10,3.33,0
11,1997,14,1997-12-07,25-092,BAL,,SEA,W 31-24,*,17,28,60.71,302,1,0,109.5,10.79,11.50,3,2,0.67,0
12,1997,15,1997-12-14,25-099,BAL,,TEN,W 21-19,*,13,28,46.43,204,3,0,106.8,7.29,9.43,1,-1,-1.00,0
13,1997,16,1997-12-21,25-106,BAL,@,CIN,L 14-16,*,28,41,68.29,349,2,0,110.7,8.51,9.49,2,6,3.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
14,1998,1,1998-09-06,26-000,BAL,,PIT,L 13-20,,16,27,59.26,240,1,0,100.8,8.89,9.63,0,0,,0
15,1998,2,1998-09-13,26-007,BAL,@,NYJ,W 24-10,,13,20,65.00,173,1,0,109.0,8.65,9.65,3,4,1.33,0
16,1998,3,1998-09-20,26-014,BAL,@,JAX,L 10-24,,13,25,52.00,189,1,1,73.6,7.56,6.56,3,7,2.33,0
17,1998,4,1998-09-27,26-021,BAL,,CIN,W 31-24,*,15,20,75.00,254,1,0,133.3,12.70,13.70,2,-2,-1.00,0
18,1998,5,1998-10-11,26-035,BAL,,TEN,L 8-12,*,25,44,56.82,249,0,1,63.5,5.66,4.64,0,0,,0
19,1998,6,1998-10-18,26-042,BAL,@,PIT,L 6-16,*,17,26,65.38,173,0,1,68.3,6.65,4.92,3,8,2.67,0
20,1998,7,1998-10-25,26-049,BAL,@,GNB,L 10-28,*,8,19,42.11,34,0,0,49.7,1.79,1.79,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
21,1999,1,1999-09-12,27-006,TAM,,NYG,L 13-17,,3,11,27.27,14,0,1,1.7,1.27,-2.82,0,0,,0
22,1999,7,1999-10-31,27-055,TAM,@,DET,L 3-20,*,29,44,65.91,256,0,0,81.2,5.82,5.82,3,7,2.33,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
23,2000,2,2000-09-10,28-004,TAM,,CHI,W 41-0,,3,3,100.00,19,0,0,93.1,6.33,6.33,0,0,,0
24,2000,3,2000-09-17,28-011,TAM,@,DET,W 31-10,,0,0,,0,0,0,,,,1,-1,-1.00,0
25,2000,8,2000-10-29,28-053,TAM,,MIN,W 41-13,,0,0,,0,0,0,,,,1,-1,-1.00,0
,,,25 Games,,,,,9-16-0,,301,537,56.05,3520,16,15,74.4,6.55,5.89,43,127,2.95,0
