
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A
1,2010,10,2010-11-21,23-297,TEN,,WAS,L 16-19,,3,9,33.33,62,0,1,19.0,6.89,1.89
2,2010,11,2010-11-28,23-304,TEN,@,HOU,L 0-20,*,17,31,54.84,138,0,3,26.7,4.45,0.10
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A
3,2012,5,2012-10-07,25-253,TEN,@,MIN,L 7-30,,3,5,60.00,34,0,0,80.4,6.80,6.80
,,,3 Games,,,,,0-3-0,,23,45,51.11,234,0,4,29.3,5.20,1.20
