
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1981,12,1981-11-22,22-336,GNB,@,TAM,L 3-37,,15,30,50.00,168,0,4,27.5,5.60,-0.40,0,0,,0
2,1981,15,1981-12-13,22-357,GNB,@,NOR,W 35-7,,0,0,,0,0,0,,,,,,,
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
3,1984,2,1984-09-09,25-263,GNB,@,RAI,L 7-28,,4,8,50.00,37,0,0,63.0,4.63,4.63,0,0,,0
4,1984,15,1984-12-09,25-354,GNB,@,CHI,W 20-14,,9,19,47.37,125,2,2,64.5,6.58,3.95,2,2,1.00,0
5,1984,16,1984-12-16,25-361,GNB,@,MIN,W 38-14,,3,11,27.27,56,1,3,39.0,5.09,-5.36,0,0,,0
,,,5 Games,,,,,3-2-0,,31,68,45.59,386,3,9,38.8,5.68,0.60,2,2,1.00,0
