
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1990,14,1990-12-16,22-255,NYJ,,IND,L 21-29,,4,7,57.14,37,1,0,111.3,5.29,8.14,1,15,15.00,0,0,0
2,1990,15,1990-12-23,22-262,NYJ,,NWE,W 42-7,,3,3,100.00,12,0,0,83.3,4.00,4.00,1,5,5.00,1,1,6
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
3,1991,2,1991-09-08,23-156,NYJ,@,SEA,L 13-20,,2,5,40.00,57,1,1,82.9,11.40,6.40,2,10,5.00,0,0,0
4,1991,3,1991-09-15,23-163,NYJ,,BUF,L 20-23,,1,1,100.00,-2,0,0,79.2,-2.00,-2.00,0,0,,0,0,0
5,1991,5,1991-09-29,23-177,NYJ,,MIA,W 41-23,,0,1,0.00,0,0,0,39.6,0.00,0.00,4,0,0.00,0,0,0
6,1991,8,1991-10-20,23-198,NYJ,@,IND,W 17-6,,0,0,,0,0,0,,,,0,0,,0,,
7,1991,13,1991-12-01,23-240,NYJ,@,BUF,L 13-24,,2,3,66.67,21,0,0,86.8,7.00,7.00,1,13,13.00,0,0,0
,,,7 Games,,,,,3-4-0,,12,20,60.00,125,2,1,90.6,6.25,6.00,9,43,4.78,1,1,6
