
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1992,3,1992-09-20,24-169,DEN,@,PHI,L 0-30,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
2,1992,13,1992-12-06,24-246,DEN,,DAL,L 27-31,,7,13,53.85,104,0,0,80.3,8.00,8.00,4,24,6.00,0
3,1992,14,1992-12-12,24-252,DEN,@,BUF,L 17-27,,10,20,50.00,128,0,3,30.8,6.40,-0.35,4,15,3.75,0
,,,3 Games,,,,,0-3-0,,17,34,50.00,232,0,3,35.4,6.82,2.85,8,39,4.88,0
