
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
1,1984,3,1984-09-16,23-152,CIN,@,NYJ,L 23-43,,4,7,57.14,31,0,0,68.2,4.43,4.43,3,9,3.00,1,,0,0,,0,1,6,0,0,,0
2,1984,5,1984-10-01,23-167,CIN,@,PIT,L 17-38,,1,3,33.33,9,0,0,42.4,3.00,3.00,0,0,,0,,0,0,,0,0,0,0,0,,0
3,1984,6,1984-10-07,23-173,CIN,,HOU,W 13-3,*,13,24,54.17,159,0,2,40.1,6.63,2.88,4,8,2.00,1,,0,0,,0,1,6,0,0,,0
4,1984,7,1984-10-14,23-180,CIN,@,NWE,L 14-20,*,13,26,50.00,174,2,0,97.3,6.69,8.23,5,25,5.00,0,,0,0,,0,0,0,0,0,,0
5,1984,8,1984-10-21,23-187,CIN,,CLE,W 12-9,,1,7,14.29,4,0,0,39.6,0.57,0.57,4,11,2.75,0,,0,0,,0,0,0,0,0,,0
6,1984,12,1984-11-18,23-215,CIN,,SEA,L 6-26,,1,2,50.00,14,0,1,33.3,7.00,-15.50,0,0,,0,,0,0,,0,0,0,0,0,,0
7,1984,13,1984-11-25,23-222,CIN,,ATL,W 35-14,*,2,2,100.00,9,0,0,85.4,4.50,4.50,0,0,,0,,0,0,,0,0,0,0,0,,0
8,1984,14,1984-12-02,23-229,CIN,@,CLE,W 20-17,,12,20,60.00,108,1,0,91.2,5.40,6.40,0,0,,0,,0,0,,0,0,0,0,0,,0
9,1984,15,1984-12-09,23-236,CIN,@,NOR,W 24-21,*,1,6,16.67,1,0,0,39.6,0.17,0.17,2,10,5.00,0,,0,0,,0,0,0,0,0,,0
10,1984,16,1984-12-16,23-243,CIN,,BUF,W 52-21,,3,5,60.00,21,0,0,69.6,4.20,4.20,1,0,0.00,0,,0,0,,0,0,0,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
11,1985,2,1985-09-15,24-151,CIN,@,STL,L 27-41,,7,12,58.33,85,1,0,108.0,7.08,8.75,1,1,1.00,0,,0,0,,0,0,0,0,0,,0
