
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1997,9,1997-11-02,24-116,IND,,TAM,L 28-31,,19,30,63.33,181,0,1,66.1,6.03,4.53,0,0,,0,0,0
2,1997,10,1997-11-09,24-123,IND,,CIN,L 13-28,*,19,32,59.38,236,1,3,53.6,7.38,3.78,3,5,1.67,0,0,0
3,1997,12,1997-11-23,24-137,IND,@,DET,L 10-32,,2,3,66.67,8,0,1,30.6,2.67,-12.33,0,0,,0,0,0
4,1997,15,1997-12-14,24-158,IND,,MIA,W 41-0,,0,0,,0,0,0,,,,0,0,,0,,
5,1997,16,1997-12-21,24-165,IND,@,MIN,L 28-39,,5,8,62.50,29,0,3,29.7,3.63,-13.25,2,0,0.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
6,2001,4,2001-10-07,28-090,CLE,,SDG,W 20-16,,,,,,,,,,,,,,,,
7,2001,11,2001-12-02,28-146,CLE,,TEN,L 15-31,,7,12,58.33,114,1,0,118.1,9.50,11.17,1,0,0.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
8,2002,1,2002-09-08,29-061,CLE,,KAN,L 39-40,*,27,39,69.23,326,3,0,120.2,8.36,9.90,0,0,,0,0,0
9,2002,2,2002-09-15,29-068,CLE,,CIN,W 20-7,*,17,30,56.67,198,2,0,99.0,6.60,7.93,2,1,0.50,0,0,0
