
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1984,14,1984-12-02,22-167,DET,@,SEA,L 17-38,,3,5,60.00,57,0,0,99.6,11.40,11.40,1,10,10.00,0
2,1984,15,1984-12-10,22-175,DET,,RAI,L 3-24,,7,19,36.84,91,0,0,52.7,4.79,4.79,4,10,2.50,0
3,1984,16,1984-12-16,22-181,DET,,CHI,L 13-30,*,3,10,30.00,62,0,0,52.9,6.20,6.20,2,13,6.50,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
4,1988,7,1988-10-16,26-120,DET,@,NYG,L 10-30,,0,0,,0,0,0,,,,0,0,,0
5,1988,9,1988-10-30,26-134,DET,,NYG,L 10-13,,0,1,0.00,0,0,0,39.6,0.00,0.00,1,0,0.00,0
,,,5 Games,,,,,0-5-0,,13,35,37.14,210,0,0,58.0,6.00,6.00,8,33,4.13,0
