
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1969,1,1969-09-14,22-056,BUF,,NYJ,L 19-33,*,3,12,25.00,74,0,1,18.1,6.17,2.42,1,6,6.00,0,0,0
2,1969,3,1969-09-28,22-070,BUF,,DEN,W 41-28,,2,4,50.00,17,0,0,61.5,4.25,4.25,2,11,5.50,0,0,0
3,1969,5,1969-10-11,22-083,BUF,,BOS,W 23-16,,2,4,50.00,23,0,0,67.7,5.75,5.75,3,2,0.67,0,0,0
4,1969,6,1969-10-19,22-091,BUF,@,OAK,L 21-50,,8,16,50.00,156,1,0,105.2,9.75,11.00,4,6,1.50,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
5,1970,4,1970-10-11,23-083,BUF,@,PIT,L 10-23,,4,9,44.44,52,0,2,23.6,5.78,-4.22,1,1,1.00,0,0,0
6,1970,7,1970-11-01,23-104,BUF,@,BOS,W 45-10,,2,3,66.67,30,1,0,138.9,10.00,16.67,0,0,,0,0,0
7,1970,8,1970-11-08,23-111,BUF,,CIN,L 14-43,,4,8,50.00,39,0,1,24.5,4.88,-0.75,0,0,,0,0,0
8,1970,10,1970-11-22,23-125,BUF,@,CHI,L 13-31,,1,4,25.00,5,0,0,39.6,1.25,1.25,1,-4,-4.00,0,0,0
9,1970,11,1970-11-29,23-132,BUF,,BOS,L 10-14,,3,6,50.00,92,1,0,135.4,15.33,18.67,0,0,,0,0,0
10,1970,12,1970-12-06,23-139,BUF,@,NYG,L 6-20,,1,3,33.33,11,0,0,45.1,3.67,3.67,1,-5,-5.00,0,0,0
