
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1987,3,1987-10-04,26-224,CHI,@,PHI,W 35-3,*,12,22,54.55,157,3,1,97.9,7.14,7.82,5,11,2.20,0
2,1987,4,1987-10-11,26-231,CHI,,MIN,W 27-7,*,16,30,53.33,186,1,0,83.5,6.20,6.87,4,45,11.25,0
,,,2 Games,,,,,2-0-0,,28,52,53.85,343,4,1,92.1,6.60,7.27,9,56,6.22,0
