
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1975,1,1975-09-21,26-252,GNB,,DET,L 16-30,,2,2,100.00,14,0,0,95.8,7.00,7.00,0,0,,0
2,1975,3,1975-10-05,26-266,GNB,,MIA,L 7-31,,2,2,100.00,9,0,0,85.4,4.50,4.50,0,0,,0
3,1975,8,1975-11-09,26-301,GNB,@,CHI,L 14-27,*,8,20,40.00,127,1,1,57.7,6.35,5.10,3,30,10.00,0
4,1975,12,1975-12-07,26-329,GNB,@,MIN,L 3-24,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
5,1975,13,1975-12-14,26-336,GNB,@,RAM,L 5-22,,3,6,50.00,31,0,0,65.3,5.17,5.17,1,11,11.00,0
,,,5 Games,,,,,0-5-0,,15,32,46.88,181,1,1,62.1,5.66,4.88,4,41,10.25,0
