
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1986,2,1986-09-14,25-123,DAL,@,DET,W 31-7,,0,0,,0,0,0,,,,0,0,,0
2,1986,3,1986-09-21,25-130,DAL,,ATL,L 35-37,,0,0,,0,0,0,,,,0,0,,0
3,1986,12,1986-11-23,25-193,DAL,@,WAS,L 14-41,,4,6,66.67,52,1,0,133.3,8.67,12.00,1,21,21.00,0
4,1986,16,1986-12-21,25-221,DAL,,CHI,L 10-24,*,4,9,44.44,44,0,2,19.9,4.89,-5.11,5,32,6.40,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
5,1987,3,1987-10-04,26-143,PIT,@,ATL,W 28-12,,2,3,66.67,60,1,0,149.3,20.00,26.67,1,-2,-2.00,0
6,1987,4,1987-10-11,26-150,PIT,@,RAM,L 21-31,,2,4,50.00,50,1,1,95.8,12.50,6.25,3,22,7.33,0
,,,6 Games,,,,,2-4-0,,12,22,54.55,206,3,3,86.6,9.36,5.95,10,73,7.30,0
