
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1978,16,1978-12-17,24-053,HOU,,SDG,L 24-45,,2,4,50.00,0,0,0,56.2,0.00,0.00,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
2,1979,2,1979-09-09,24-319,HOU,@,PIT,L 7-38,,4,11,36.36,41,1,2,38.6,3.73,-2.64,0,0,,0
3,1979,3,1979-09-16,24-326,HOU,,KAN,W 20-6,*,12,18,66.67,173,1,0,116.2,9.61,10.72,3,10,3.33,0
4,1979,7,1979-10-14,24-354,HOU,@,BAL,W 28-16,,1,2,50.00,-2,0,0,56.2,-1.00,-1.00,0,0,,0
5,1979,12,1979-11-18,25-024,HOU,,CIN,W 42-21,,10,16,62.50,140,1,0,111.5,8.75,10.00,2,-3,-1.50,0
6,1979,15,1979-12-10,25-046,HOU,,PIT,W 20-17,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
7,1979,16,1979-12-16,25-052,HOU,,PHI,L 20-26,,5,13,38.46,52,0,1,18.8,4.00,0.54,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
8,1980,8,1980-10-26,26-001,HOU,,CIN,W 23-3,,1,3,33.33,4,0,0,42.4,1.33,1.33,0,0,,0
9,1980,9,1980-11-02,26-008,HOU,@,DEN,W 20-16,,0,0,,0,0,0,,,,1,0,0.00,0
10,1980,11,1980-11-16,26-022,HOU,@,CHI,W 10-6,,1,1,100.00,8,1,0,139.6,8.00,28.00,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
11,1981,12,1981-11-22,27-028,HOU,,NOR,L 24-27,,0,0,,0,0,0,,,,0,0,,0
12,1981,13,1981-11-29,27-035,HOU,,ATL,L 27-31,,8,15,53.33,106,1,1,70.4,7.07,5.40,0,0,,0
