
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,2000,8,2000-10-22,25-048,SEA,@,OAK,L 3-31,,,,,,,,,,,,,,
2,2000,10,2000-11-05,25-062,SEA,,SDG,W 17-15,,,,,,,,,,,,,,
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
3,2001,8,2001-11-04,26-061,CAR,@,MIA,L 6-23,,2,4,50.00,7,0,0,56.2,1.75,1.75,0,0,,0
4,2001,9,2001-11-11,26-068,CAR,@,STL,L 14-48,*,15,25,60.00,126,1,2,53.1,5.04,2.24,2,8,4.00,0
5,2001,12,2001-12-02,26-089,CAR,@,NOR,L 23-27,,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0
,,,5 Games,,,,,1-4-0,,17,30,56.67,133,1,3,39.3,4.43,0.60,2,8,4.00,0
