
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1992,6,1992-10-18,23-254,HOU,@,DEN,L 21-27,,0,0,,0,0,0,,,,0,0,,0,,
2,1992,7,1992-10-25,23-261,HOU,,CIN,W 26-10,,0,0,,0,0,0,,,,0,0,,0,,
3,1992,8,1992-11-01,23-268,HOU,@,PIT,L 20-21,,0,0,,0,0,0,,,,0,0,,0,,
4,1992,9,1992-11-08,23-275,HOU,,CLE,L 14-24,,0,0,,0,0,0,,,,0,0,,0,,
5,1992,10,1992-11-15,23-282,HOU,@,MIN,W 17-13,,0,0,,0,0,0,,,,0,0,,0,,
6,1992,13,1992-12-07,23-304,HOU,,CHI,W 24-7,,0,0,,0,0,0,,,,1,-1,-1.00,0,0,0
7,1992,16,1992-12-27,23-324,HOU,,BUF,W 27-3,,0,0,,0,0,0,,,,0,0,,0,,
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
8,1993,1,1993-09-05,24-210,HOU,@,NOR,L 21-33,,0,0,,0,0,0,,,,0,0,,0,,
9,1993,16,1994-01-02,24-329,HOU,,NYJ,W 24-0,,3,4,75.00,55,0,0,116.7,13.75,13.75,2,9,4.50,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
10,1994,1,1994-09-04,25-209,HOU,@,IND,L 21-45,,19,35,54.29,203,3,0,100.1,5.80,7.51,3,36,12.00,0,0,0
11,1994,2,1994-09-11,25-216,HOU,@,DAL,L 17-20,*,20,42,47.62,242,0,2,45.9,5.76,3.62,7,37,5.29,0,0,0
12,1994,3,1994-09-18,25-223,HOU,,BUF,L 7-15,*,11,24,45.83,193,1,1,70.3,8.04,7.00,5,22,4.40,0,0,0
13,1994,5,1994-10-03,25-238,HOU,@,PIT,L 14-30,,14,25,56.00,230,2,0,113.7,9.20,10.80,4,30,7.50,0,0,0
14,1994,6,1994-10-13,25-248,HOU,,CLE,L 8-11,*,13,23,56.52,114,0,0,69.8,4.96,4.96,4,45,11.25,0,0,0
15,1994,13,1994-12-04,25-300,HOU,,ARI,L 12-30,,0,3,0.00,0,0,1,0.0,0.00,-15.00,1,1,1.00,0,0,0
16,1994,16,1994-12-24,25-320,HOU,,NYJ,W 24-10,*,17,29,58.62,220,0,2,53.8,7.59,4.48,6,46,7.67,1,1,6
,,,16 Games,,,,,6-10-0,,97,185,52.43,1257,6,6,71.4,6.79,5.98,33,225,6.82,1,1,6
