
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,2004,11,2004-11-28,25-013,NYJ,@,ARI,W 13-3,,5,9,55.56,60,0,0,76.2,6.67,6.67,1,2,2.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
2,2005,4,2005-10-02,25-321,NYJ,@,BAL,L 3-13,*,14,28,50.00,149,0,0,65.9,5.32,5.32,0,0,,0
3,2005,7,2005-10-24,25-343,NYJ,@,ATL,L 14-27,,12,20,60.00,94,0,0,71.7,4.70,4.70,2,8,4.00,0
4,2005,8,2005-11-06,25-356,NYJ,,SDG,L 26-31,,11,20,55.00,106,2,0,103.3,5.30,7.30,2,7,3.50,0
5,2005,9,2005-11-13,25-363,NYJ,@,CAR,L 3-30,*,11,21,52.38,98,0,4,25.6,4.67,-3.90,2,5,2.50,0
6,2005,10,2005-11-20,26-005,NYJ,@,DEN,L 0-27,*,4,5,80.00,26,0,0,88.3,5.20,5.20,2,4,2.00,0
7,2005,11,2005-11-27,26-012,NYJ,,NOR,L 19-21,*,19,28,67.86,251,1,0,107.9,8.96,9.68,6,15,2.50,0
8,2005,12,2005-12-04,26-019,NYJ,@,NWE,L 3-16,*,15,37,40.54,135,0,1,39.8,3.65,2.43,1,12,12.00,0
9,2005,13,2005-12-11,26-026,NYJ,,OAK,W 26-10,*,14,26,53.85,119,1,0,78.8,4.58,5.35,6,56,9.33,0
10,2005,14,2005-12-18,26-033,NYJ,@,MIA,L 20-24,*,28,42,66.67,327,2,0,106.0,7.79,8.74,5,10,2.00,0
11,2005,15,2005-12-26,26-041,NYJ,,NWE,L 21-31,*,11,19,57.89,100,1,1,67.9,5.26,3.95,2,6,3.00,0
12,2005,16,2006-01-01,26-047,NYJ,,BUF,W 30-26,*,11,20,55.00,153,0,0,79.8,7.65,7.65,7,12,1.71,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
13,2006,7,2006-10-30,26-349,MIN,,NWE,L 7-31,,6,9,66.67,76,0,1,53.2,8.44,3.44,0,0,,0
14,2006,12,2006-12-03,27-018,MIN,@,CHI,L 13-23,,7,9,77.78,70,0,0,99.1,7.78,7.78,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
15,2007,2,2007-09-16,27-305,MIN,@,DET,L 17-20,,3,4,75.00,26,0,0,91.7,6.50,6.50,1,0,0.00,0
16,2007,7,2007-10-28,27-347,MIN,,PHI,L 16-23,,7,10,70.00,94,0,0,99.6,9.40,9.40,2,15,7.50,0
17,2007,8,2007-11-04,27-354,MIN,,SDG,W 35-17,,7,10,70.00,95,1,0,133.3,9.50,11.50,1,-1,-1.00,0
18,2007,9,2007-11-11,27-361,MIN,@,GNB,L 0-34,*,16,26,61.54,176,0,1,65.5,6.77,5.04,1,4,4.00,0
19,2007,14,2007-12-17,28-032,MIN,,CHI,W 20-13,,0,0,,0,0,0,,,,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
20,2008,9,2008-11-02,28-353,DAL,@,NYG,L 14-35,,9,16,56.25,63,1,1,60.2,3.94,2.38,0,0,,0
21,2008,16,2008-12-28,29-043,DAL,@,PHI,L 6-44,,1,1,100.00,8,0,0,100.0,8.00,8.00,0,0,,0
,,,21 Games,,,,,5-16-0,,211,360,58.61,2226,9,9,74.6,6.18,5.56,41,155,3.78,0
