
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Pnt,Yds,Y/P,Blck
1,1960,3,1960-10-16,26-152,DET,@,PHI,L 10-28,,7,14,50.00,63,0,1,32.7,4.50,1.29,0,0,,0,0,0,0,0,,0
2,1960,7,1960-11-13,26-180,DET,,RAM,W 12-10,,1,2,50.00,7,0,1,18.7,3.50,-19.00,2,-2,-1.00,0,0,0,0,0,,0
3,1960,10,1960-12-04,26-201,DET,@,BAL,W 20-15,,5,6,83.33,151,2,0,158.3,25.17,31.83,0,0,,0,0,0,0,0,,0
4,1960,11,1960-12-11,26-208,DET,,DAL,W 23-14,*,12,14,85.71,145,1,0,133.6,10.36,11.79,3,20,6.67,0,0,0,0,0,,0
5,1960,12,1960-12-18,26-215,DET,,CHI,W 36-0,*,7,13,53.85,57,1,1,58.8,4.38,2.46,5,19,3.80,1,1,6,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Pnt,Yds,Y/P,Blck
6,1961,1,1961-09-17,27-123,DET,@,GNB,W 17-13,*,11,23,47.83,145,0,1,50.1,6.30,4.35,3,5,1.67,0,0,0,0,0,,0
7,1961,2,1961-09-24,27-130,DET,@,BAL,W 16-15,*,9,16,56.25,100,1,2,56.2,6.25,1.88,3,18,6.00,0,0,0,0,0,,0
8,1961,3,1961-10-01,27-137,DET,,SFO,L 0-49,*,9,23,39.13,130,0,1,40.1,5.65,3.70,3,-15,-5.00,0,0,0,0,0,,0
