
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1963,2,1963-09-22,22-236,PIT,,NYG,W 31-0,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,,0,0,,0,0,0
2,1963,14,1963-12-15,22-320,PIT,@,NYG,L 17-33,,0,0,,0,0,0,,,,1,-6,-6.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
3,1964,1,1964-09-13,23-228,PIT,,RAM,L 14-26,,0,3,0.00,0,0,1,0.0,0.00,-15.00,0,0,,0,,0,0,,0,0,0
4,1964,7,1964-10-25,23-270,PIT,,PHI,L 10-34,,2,4,50.00,37,0,0,82.3,9.25,9.25,0,0,,0,,0,0,,0,0,0
5,1964,9,1964-11-08,23-284,PIT,@,STL,L 30-34,,10,19,52.63,170,2,1,96.4,8.95,8.68,1,-1,-1.00,0,,0,0,,0,0,0
6,1964,10,1964-11-15,23-291,PIT,,WAS,L 0-30,*,4,15,26.67,69,0,1,18.5,4.60,1.60,2,18,9.00,0,,0,0,,0,0,0
7,1964,11,1964-11-22,23-298,PIT,@,NYG,W 44-17,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
8,1965,1,1965-09-19,24-233,PIT,,GNB,L 9-41,*,7,26,26.92,122,0,3,7.1,4.69,-0.50,3,5,1.67,0,,0,0,,0,0,0
9,1965,2,1965-09-26,24-240,PIT,@,SFO,L 17-27,*,10,20,50.00,174,0,2,40.4,8.70,4.20,1,1,1.00,0,,0,0,,0,0,0
10,1965,3,1965-10-03,24-247,PIT,,NYG,L 13-23,*,17,28,60.71,263,0,2,62.1,9.39,6.18,1,1,1.00,0,,0,0,,0,0,0
11,1965,4,1965-10-09,24-253,PIT,@,CLE,L 19-24,*,9,20,45.00,92,0,0,58.7,4.60,4.60,6,4,0.67,1,,0,0,,0,1,6
12,1965,5,1965-10-17,24-261,PIT,,STL,L 7-20,*,6,20,30.00,51,0,1,18.7,2.55,0.30,2,15,7.50,0,,0,0,,0,0,0
13,1965,6,1965-10-24,24-268,PIT,@,PHI,W 20-14,*,6,16,37.50,79,1,1,48.7,4.94,3.38,2,7,3.50,0,,0,0,,0,0,0
14,1965,7,1965-10-31,24-275,PIT,,DAL,W 22-13,*,18,35,51.43,272,3,1,94.0,7.77,8.20,2,7,3.50,0,,1,-5,-5.00,0,0,0
15,1965,8,1965-11-07,24-282,PIT,@,STL,L 17-21,*,15,26,57.69,216,1,1,81.6,8.31,7.35,2,-1,-0.50,0,,0,0,,0,0,0
16,1965,9,1965-11-14,24-289,PIT,@,DAL,L 17-24,*,11,25,44.00,172,0,2,34.1,6.88,3.28,5,10,2.00,0,,0,0,,0,0,0
17,1965,11,1965-11-28,24-303,PIT,,CLE,L 21-42,*,9,22,40.91,285,3,0,127.8,12.95,15.68,1,14,14.00,0,,0,0,,0,0,0
18,1965,12,1965-12-05,24-310,PIT,@,NYG,L 10-35,*,11,27,40.74,164,0,2,30.5,6.07,2.74,1,21,21.00,0,,0,0,,0,0,0
19,1965,13,1965-12-12,24-317,PIT,,PHI,L 13-47,*,2,5,40.00,27,0,2,18.3,5.40,-12.60,0,0,,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
20,1966,1,1966-09-11,25-225,PIT,,NYG,T 34-34,*,16,27,59.26,265,3,0,129.4,9.81,12.04,2,5,2.50,0,,0,0,,0,0,0
21,1966,2,1966-09-18,25-232,PIT,,DET,W 17-3,*,2,4,50.00,6,0,0,56.2,1.50,1.50,1,9,9.00,0,,0,0,,0,0,0
22,1966,12,1966-12-04,25-309,PIT,@,PHI,L 23-27,*,11,25,44.00,195,0,0,71.2,7.80,7.80,1,-1,-1.00,0,,0,0,,0,0,0
23,1966,13,1966-12-11,25-316,PIT,@,NYG,W 47-28,*,17,31,54.84,322,2,1,99.1,10.39,10.23,2,5,2.50,0,,0,0,,0,0,0
24,1966,14,1966-12-18,25-323,PIT,@,ATL,W 57-33,*,17,25,68.00,334,2,0,137.5,13.36,14.96,0,0,,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
25,1967,1,1967-09-17,26-231,PIT,,CHI,W 41-13,*,14,23,60.87,223,2,1,104.1,9.70,9.48,2,-9,-4.50,0,,0,0,,0,0,0
26,1967,2,1967-09-24,26-238,PIT,,STL,L 14-28,*,8,25,32.00,130,1,3,24.2,5.20,0.60,1,-5,-5.00,0,,0,0,,0,0,0
27,1967,7,1967-10-29,26-273,PIT,@,NOR,W 14-10,,5,6,83.33,41,1,0,134.7,6.83,10.17,0,0,,0,,0,0,,0,0,0
28,1967,8,1967-11-05,26-280,PIT,,CLE,L 14-34,*,10,22,45.45,214,2,1,91.9,9.73,9.50,2,-14,-7.00,0,,0,0,,0,0,0
29,1967,9,1967-11-12,26-287,PIT,@,STL,T 14-14,*,17,32,53.13,233,1,1,74.1,7.28,6.50,2,-5,-2.50,0,,0,0,,0,0,0
30,1967,10,1967-11-19,26-294,PIT,@,NYG,L 20-28,*,16,42,38.10,240,2,1,63.6,5.71,5.60,1,11,11.00,0,,0,0,,0,0,0
31,1967,11,1967-11-26,26-301,PIT,,MIN,L 27-41,,4,15,26.67,44,1,2,22.2,2.93,-1.73,1,3,3.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
