
36,1969,3,1969-10-05,26-222,CHI,@,NYG,L 24-28,*,20,35,57.14,203,2,1,81.0,5.80,5.66,6,27,4.50,1,,0,0,,0,0,0,,0,1,6
37,1969,4,1969-10-12,26-229,CHI,,MIN,L 0-31,*,11,15,73.33,71,0,1,55.1,4.73,1.73,1,9,9.00,0,,0,0,,0,0,0,,0,0,0
38,1969,5,1969-10-19,26-236,CHI,@,DET,L 7-13,,4,8,50.00,39,0,0,64.1,4.88,4.88,2,4,2.00,0,,0,0,,0,0,0,,0,0,0
39,1969,7,1969-11-02,26-250,CHI,@,MIN,L 14-31,,0,0,,0,0,0,,,,1,-2,-2.00,0,,0,0,,0,0,0,,0,0,0
40,1969,12,1969-12-06,26-284,CHI,@,SFO,L 21-42,,0,0,,0,0,0,,,,1,1,1.00,0,,0,0,,0,0,0,,0,0,0
41,1969,14,1969-12-21,26-299,CHI,,DET,L 3-20,*,12,35,34.29,79,0,3,7.4,2.26,-1.60,1,-7,-7.00,0,,0,0,,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ret,Yds,Y/R,TD,TD,Pts
42,1970,1,1970-09-19,27-206,CHI,@,NYG,W 24-16,*,15,29,51.72,148,1,1,63.6,5.10,4.24,4,15,3.75,1,,0,0,,0,0,0,,0,1,6
43,1970,2,1970-09-27,27-214,CHI,,PHI,W 20-16,*,17,27,62.96,105,0,0,70.8,3.89,3.89,4,6,1.50,0,,0,0,,0,0,0,,0,0,0
44,1970,3,1970-10-05,27-222,CHI,@,DET,L 14-28,*,10,18,55.56,140,2,2,78.2,7.78,5.00,3,1,0.33,0,,0,0,,0,0,0,,0,0,0
45,1970,4,1970-10-11,27-228,CHI,,MIN,L 0-24,*,19,35,54.29,112,0,3,24.9,3.20,-0.66,2,9,4.50,0,,0,0,,0,0,0,,0,0,0
46,1970,5,1970-10-18,27-235,CHI,,SDG,L 7-20,*,17,34,50.00,117,1,1,55.6,3.44,2.71,3,6,2.00,0,,0,0,,0,0,0,,0,0,0
47,1970,6,1970-10-25,27-242,CHI,,DET,L 10-16,*,13,27,48.15,243,1,3,52.5,9.00,4.74,3,9,3.00,0,,0,0,,0,0,0,,0,0,0
48,1970,7,1970-11-01,27-249,CHI,@,ATL,W 23-14,*,6,20,30.00,84,0,1,23.7,4.20,1.95,5,5,1.00,0,,0,0,,0,0,0,,0,0,0
49,1970,8,1970-11-08,27-256,CHI,,SFO,L 16-37,*,10,19,52.63,104,1,0,86.3,5.47,6.53,7,14,2.00,0,,0,0,,0,0,0,,0,0,0
50,1970,9,1970-11-15,27-263,CHI,@,GNB,L 19-20,*,9,26,34.62,201,1,0,76.0,7.73,8.50,1,5,5.00,0,,0,0,,0,0,0,,0,0,0
51,1970,11,1970-11-29,27-277,CHI,@,BAL,L 20-21,*,21,37,56.76,155,2,0,84.9,4.19,5.27,4,20,5.00,0,,0,0,,0,0,0,,0,0,0
52,1970,12,1970-12-05,27-283,CHI,@,MIN,L 13-16,*,10,29,34.48,103,0,3,6.0,3.55,-1.10,1,2,2.00,0,,0,0,,0,0,0,,0,0,0
53,1970,13,1970-12-13,27-291,CHI,,GNB,W 35-17,*,21,34,61.76,338,4,1,121.9,9.94,10.97,4,31,7.75,1,,0,0,,0,0,0,,0,1,6
54,1970,14,1970-12-20,27-298,CHI,@,NOR,W 24-3,*,26,50,52.00,280,3,3,63.7,5.60,4.10,1,13,13.00,0,,0,0,,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ret,Yds,Y/R,TD,TD,Pts
55,1971,1,1971-09-19,28-206,CHI,,PIT,W 17-15,*,15,26,57.69,116,0,1,52.7,4.46,2.73,1,0,0.00,0,,0,0,,0,0,0,,0,0,0
56,1971,2,1971-09-26,28-213,CHI,@,MIN,W 20-17,*,23,37,62.16,187,0,1,63.7,5.05,3.84,2,2,1.00,0,,0,0,,0,0,0,,0,0,0
57,1971,3,1971-10-03,28-220,CHI,@,RAM,L 3-17,*,4,14,28.57,31,0,1,9.8,2.21,-1.00,2,3,1.50,0,,0,0,,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ret,Yds,Y/R,TD,TD,Pts
58,1974,7,1974-10-27,31-244,GNB,@,DET,L 17-19,*,17,30,56.67,237,0,1,68.3,7.90,6.40,2,1,0.50,1,,0,0,,0,0,0,,0,1,6
59,1974,8,1974-11-03,31-251,GNB,,WAS,L 6-17,*,8,20,40.00,67,0,2,9.8,3.35,-1.15,1,6,6.00,0,,0,0,,0,0,0,,0,0,0
60,1974,11,1974-11-24,31-272,GNB,,SDG,W 34-0,,3,4,75.00,77,1,0,156.2,19.25,24.25,0,0,,0,,0,0,,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ret,Yds,Y/R,TD,TD,Pts
61,1975,8,1975-11-09,32-257,DET,,CLE,W 21-10,,1,2,50.00,30,0,0,95.8,15.00,15.00,0,0,,0,,0,0,,0,0,0,,0,0,0
,,,61 Games,,,,,28-32-1,,560,1110,50.45,6270,36,63,54.8,5.65,3.74,217,1026,4.73,12,,1,7,7.00,0,3,3,1.00,0,12,72
