
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1964,8,1964-11-08,22-246,KAN,,OAK,W 42-7,,0,1,0.00,0,0,1,0.0,0.00,-45.00,2,48,24.00,0,0,0
2,1964,13,1964-12-13,22-281,KAN,@,SDG,W 49-6,,0,2,0.00,0,0,1,0.0,0.00,-22.50,1,-1,-1.00,0,0,0
3,1964,14,1964-12-20,22-288,KAN,,NYJ,W 24-7,,4,6,66.67,50,1,0,131.9,8.33,11.67,1,-4,-4.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
4,1965,1,1965-09-12,23-189,KAN,@,OAK,L 10-37,,3,11,27.27,26,0,0,39.6,2.36,2.36,1,26,26.00,0,0,0
5,1965,3,1965-09-26,23-203,KAN,@,SDG,T 10-10,,0,2,0.00,0,0,1,0.0,0.00,-22.50,0,0,,0,0,0
6,1965,5,1965-10-10,23-217,KAN,@,DEN,W 31-23,*,13,22,59.09,214,0,0,91.9,9.73,9.73,11,25,2.27,2,2,12
7,1965,6,1965-10-17,23-224,KAN,,BUF,L 7-23,,3,9,33.33,39,0,2,8.3,4.33,-5.67,2,10,5.00,0,0,0
8,1965,7,1965-10-24,23-231,KAN,@,HOU,L 36-38,*,11,32,34.38,151,0,3,11.3,4.72,0.50,7,66,9.43,0,0,0
9,1965,9,1965-11-07,23-245,KAN,,NYJ,L 10-13,,0,0,,0,0,0,,,,1,-1,-1.00,0,0,0
10,1965,12,1965-11-28,23-266,KAN,,HOU,W 52-21,,2,6,33.33,72,1,0,119.4,12.00,15.33,1,7,7.00,1,1,6
