
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1974,12,1974-11-28,22-123,DAL,,WAS,W 24-23,,11,20,55.00,203,2,0,123.5,10.15,12.15,4,-13,-3.25,0
2,1974,13,1974-12-07,22-132,DAL,,CLE,W 41-17,,1,1,100.00,6,0,0,91.7,6.00,6.00,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
3,1975,3,1975-10-06,23-070,DAL,@,DET,W 36-10,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
4,1975,9,1975-11-16,23-111,DAL,@,NWE,W 34-31,,1,6,16.67,8,0,0,39.6,1.33,1.33,0,0,,0
5,1975,13,1975-12-13,23-138,DAL,,WAS,W 31-10,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
6,1975,14,1975-12-21,23-146,DAL,@,NYJ,W 31-21,*,6,15,40.00,94,1,1,56.0,6.27,4.60,3,12,4.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
7,1976,9,1976-11-07,24-102,SDG,,BAL,L 21-37,,8,11,72.73,90,2,0,136.4,8.18,11.82,0,0,,0
8,1976,10,1976-11-14,24-109,SDG,,DEN,L 0-17,,1,6,16.67,10,0,3,0.0,1.67,-20.83,2,10,5.00,0
9,1976,13,1976-12-05,24-130,SDG,,SFO,W 13-7,*,3,7,42.86,30,0,0,55.7,4.29,4.29,2,12,6.00,0
,,,9 Games,,,,,7-2-0,,31,68,45.59,441,5,4,67.1,6.49,5.31,11,21,1.91,0
