
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1978,3,1978-09-17,22-062,GNB,,OAK,L 3-28,,2,5,40.00,39,0,0,67.9,7.80,7.80,1,0,0.00,0
2,1978,8,1978-10-22,22-097,GNB,@,MIN,L 7-21,,2,2,100.00,32,0,0,118.7,16.00,16.00,0,0,,0
3,1978,9,1978-10-29,22-104,GNB,,TAM,W 9-7,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
4,1978,11,1978-11-12,22-118,GNB,,DAL,L 14-42,,1,5,20.00,16,0,0,40.4,3.20,3.20,1,0,0.00,0
,,,4 Games,,,,,1-3-0,,5,13,38.46,87,0,0,62.0,6.69,6.69,2,0,0.00,0
