
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1992,12,1992-11-29,21-361,NYJ,,KAN,L 7-23,,3,3,100.00,37,0,0,118.1,12.33,12.33,0,0,,0,0,0
2,1992,13,1992-12-06,22-002,NYJ,@,BUF,W 24-17,,0,0,,0,0,0,,,,1,-3,-3.00,0,0,0
3,1992,16,1992-12-26,22-022,NYJ,,NOR,L 0-20,,1,6,16.67,3,0,1,0.0,0.50,-7.00,1,1,1.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
4,1994,7,1994-10-23,23-323,CIN,@,CLE,L 13-37,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
5,1994,8,1994-10-30,23-330,CIN,,DAL,L 20-23,*,14,32,43.75,247,2,0,91.5,7.72,8.97,3,9,3.00,0,0,0
6,1994,9,1994-11-06,23-337,CIN,@,SEA,W 20-17,*,31,43,72.09,387,0,1,90.0,9.00,7.95,5,23,4.60,0,0,0
7,1994,10,1994-11-13,23-344,CIN,,HOU,W 34-31,*,23,33,69.70,354,4,0,144.4,10.73,13.15,4,0,0.00,0,0,0
8,1994,11,1994-11-20,23-351,CIN,,IND,L 13-17,*,21,37,56.76,207,1,1,70.4,5.59,4.92,4,27,6.75,0,0,0
9,1994,12,1994-11-27,23-358,CIN,@,DEN,L 13-15,*,15,33,45.45,215,1,1,64.6,6.52,5.76,4,37,9.25,0,0,0
10,1994,13,1994-12-04,24-000,CIN,,PIT,L 15-38,*,8,19,42.11,156,1,2,49.3,8.21,4.53,3,23,7.67,1,1,6
