
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1991,12,1991-11-24,23-209,NYJ,,SDG,W 24-3,,1,2,50.00,10,0,0,64.6,5.00,5.00,1,-1,-1.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
2,1992,1,1992-09-06,24-130,NYJ,@,ATL,L 17-20,*,21,37,56.76,366,2,0,108.6,9.89,10.97,1,0,0.00,0
3,1992,2,1992-09-13,24-137,NYJ,@,PIT,L 10-27,*,9,29,31.03,117,0,1,30.4,4.03,2.48,2,-10,-5.00,0
4,1992,4,1992-09-27,24-151,NYJ,@,RAM,L 10-18,*,19,39,48.72,200,0,2,42.7,5.13,2.82,3,11,3.67,0
5,1992,5,1992-10-04,24-158,NYJ,,NWE,W 30-21,*,20,33,60.61,195,2,1,84.8,5.91,5.76,3,3,1.00,0
6,1992,6,1992-10-11,24-165,NYJ,@,IND,L 3-6,*,6,16,37.50,102,0,0,59.9,6.38,6.38,1,7,7.00,0
7,1992,7,1992-10-26,24-180,NYJ,,BUF,L 20-24,*,19,32,59.38,167,0,2,47.3,5.22,2.41,2,0,0.00,0
8,1992,9,1992-11-08,24-193,NYJ,@,DEN,L 16-27,*,14,25,56.00,163,1,0,89.2,6.52,7.32,1,12,12.00,0
9,1992,10,1992-11-15,24-200,NYJ,,CIN,W 17-14,*,8,24,33.33,98,0,2,12.2,4.08,0.33,1,5,5.00,0
10,1992,11,1992-11-22,24-207,NYJ,@,NWE,L 3-24,*,9,24,37.50,77,0,2,12.0,3.21,-0.54,2,0,0.00,0
11,1992,12,1992-11-29,24-214,NYJ,,KAN,L 7-23,,13,27,48.15,146,1,0,77.1,5.41,6.15,0,0,,0
12,1992,13,1992-12-06,24-221,NYJ,@,BUF,W 24-17,*,14,22,63.64,176,0,1,69.5,8.00,5.95,3,-2,-0.67,0
13,1992,14,1992-12-13,24-228,NYJ,,IND,L 6-10,*,13,33,39.39,158,0,3,17.0,4.79,0.70,0,0,,0
14,1992,15,1992-12-20,24-235,NYJ,@,MIA,L 17-19,*,12,18,66.67,176,1,2,77.3,9.78,5.89,3,20,6.67,0
15,1992,16,1992-12-26,24-241,NYJ,,NOR,L 0-20,*,15,28,53.57,139,0,1,52.5,4.96,3.36,2,11,5.50,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
16,1993,3,1993-09-26,25-150,NYJ,,NWE,W 45-7,,1,1,100.00,6,0,0,91.7,6.00,6.00,0,0,,0
17,1993,14,1993-12-18,25-233,NYJ,,DAL,L 7-28,,3,9,33.33,40,0,0,48.4,4.44,4.44,0,0,,0
18,1993,16,1994-01-02,25-248,NYJ,@,HOU,L 0-24,,2,4,50.00,25,0,0,69.8,6.25,6.25,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
19,1994,16,1994-12-24,26-239,IND,,BUF,W 10-9,*,8,21,38.10,69,0,1,27.7,3.29,1.14,1,12,12.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
20,1996,7,1996-10-20,28-174,ATL,@,DAL,L 28-32,,0,0,,0,0,0,,,,,,,
21,1996,10,1996-11-10,28-195,ATL,@,STL,L 16-59,,3,5,60.00,31,0,1,38.3,6.20,-2.80,0,0,,0
22,1996,12,1996-11-24,28-209,ATL,@,CIN,L 31-41,,1,2,50.00,4,0,1,16.7,2.00,-20.50,0,0,,0
23,1996,13,1996-12-02,28-217,ATL,,SFO,L 10-34,,2,5,40.00,24,1,0,95.0,4.80,8.80,0,0,,0
24,1996,16,1996-12-22,28-237,ATL,@,JAX,L 17-19,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
,,,24 Games,,,,,6-18-0,,213,437,48.74,2489,8,20,53.5,5.70,4.00,26,68,2.62,0
