
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1960,4,1960-10-16,23-026,STL,@,PIT,L 14-27,,9,18,50.00,93,0,0,65.3,5.17,5.17,0,0,,0
2,1960,5,1960-10-23,23-033,STL,,DAL,W 12-10,*,1,6,16.67,22,0,0,42.4,3.67,3.67,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
3,1961,4,1961-10-08,24-018,WAS,@,CLE,L 7-31,,2,2,100.00,31,0,0,118.7,15.50,15.50,0,0,,0
4,1961,5,1961-10-15,24-025,WAS,@,PIT,L 0-20,,4,14,28.57,42,0,2,0.0,3.00,-3.43,0,0,,0
5,1961,6,1961-10-22,24-032,WAS,,STL,L 0-24,,4,12,33.33,49,0,1,12.2,4.08,0.33,1,2,2.00,0
6,1961,8,1961-11-05,24-046,WAS,@,NYG,L 0-53,,2,6,33.33,16,0,2,2.8,2.67,-12.33,1,-5,-5.00,0
7,1961,13,1961-12-10,24-081,WAS,,PIT,L 14-30,,4,6,66.67,76,1,1,109.7,12.67,8.50,1,2,2.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
8,1962,14,1962-12-16,25-087,WAS,,PIT,L 24-27,,17,37,45.95,284,3,4,59.8,7.68,4.43,1,-3,-3.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
9,1963,1,1963-09-15,25-360,WAS,@,CLE,L 14-37,,8,17,47.06,153,1,1,73.9,9.00,7.53,1,2,2.00,0
10,1963,3,1963-09-29,26-009,WAS,,DAL,W 21-17,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
11,1963,7,1963-10-27,26-037,WAS,,STL,L 7-21,,4,11,36.36,54,1,1,45.3,4.91,2.64,1,2,2.00,0
