
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1973,4,1973-10-07,22-310,NYJ,@,MIA,L 3-31,,2,5,40.00,14,0,2,8.3,2.80,-15.20,0,0,,0
2,1973,5,1973-10-14,22-317,NYJ,@,NWE,W 9-7,*,1,7,14.29,11,0,0,39.6,1.57,1.57,2,0,0.00,0
3,1973,6,1973-10-21,22-324,NYJ,@,PIT,L 14-26,*,6,15,40.00,84,1,3,41.4,5.60,-2.07,2,-1,-0.50,0
4,1973,7,1973-10-28,22-331,NYJ,,DEN,L 28-40,*,0,4,0.00,0,0,2,0.0,0.00,-22.50,0,0,,0
5,1973,9,1973-11-11,22-345,NYJ,,NWE,W 33-13,,3,8,37.50,50,1,1,59.4,6.25,3.13,0,0,,0
,,,5 Games,,,,,2-3-0,,12,39,30.77,159,2,8,22.2,4.08,-4.13,4,-1,-0.25,0
