
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1967,1,1967-09-17,23-189,PIT,,CHI,W 41-13,,1,2,50.00,9,0,0,62.5,4.50,4.50,0,0,,0,0,0
2,1967,2,1967-09-24,23-196,PIT,,STL,L 14-28,,3,5,60.00,46,0,0,90.4,9.20,9.20,2,21,10.50,0,0,0
3,1967,3,1967-10-01,23-203,PIT,@,PHI,L 24-34,*,12,26,46.15,159,1,3,39.3,6.12,1.69,0,0,,0,0,0
4,1967,4,1967-10-07,23-209,PIT,@,CLE,L 10-21,*,23,34,67.65,218,1,3,58.2,6.41,3.03,2,8,4.00,0,0,0
5,1967,5,1967-10-15,23-217,PIT,,NYG,L 24-27,*,13,26,50.00,220,2,1,88.6,8.46,8.27,3,8,2.67,1,1,6
6,1967,6,1967-10-22,23-224,PIT,,DAL,L 21-24,*,28,45,62.22,313,2,1,88.5,6.96,6.84,3,12,4.00,1,1,6
7,1967,7,1967-10-29,23-231,PIT,@,NOR,W 14-10,*,8,20,40.00,68,0,4,10.0,3.40,-5.60,0,0,,0,0,0
8,1967,8,1967-11-05,23-238,PIT,,CLE,L 14-34,,4,7,57.14,40,0,1,33.9,5.71,-0.71,2,-6,-3.00,0,0,0
9,1967,11,1967-11-26,23-259,PIT,,MIN,L 27-41,*,1,9,11.11,11,0,2,0.0,1.22,-8.78,0,0,,0,0,0
10,1967,12,1967-12-03,23-266,PIT,@,DET,W 24-14,*,12,27,44.44,205,1,0,83.1,7.59,8.33,2,2,1.00,0,0,0
11,1967,13,1967-12-10,23-273,PIT,,WAS,L 10-15,*,19,46,41.30,226,1,3,37.0,4.91,2.41,0,0,,0,0,0
12,1967,14,1967-12-17,23-280,PIT,@,GNB,W 24-17,*,12,21,57.14,72,0,1,44.1,3.43,1.29,1,0,0.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
