
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1993,3,1993-09-26,24-235,TAM,@,CHI,L 17-47,,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0,0,0
2,1993,9,1993-11-14,24-284,TAM,,SFO,L 21-45,,2,5,40.00,15,0,0,47.9,3.00,3.00,0,0,,0,0,0
3,1993,16,1994-01-02,24-333,TAM,,SDG,L 17-32,,4,5,80.00,40,0,0,100.0,8.00,8.00,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
4,1994,6,1994-10-09,25-248,TAM,@,ATL,L 13-34,,6,6,100.00,58,0,0,106.9,9.67,9.67,0,0,,0,0,0
5,1994,9,1994-11-06,25-276,TAM,,CHI,L 6-20,,1,3,33.33,5,0,0,42.4,1.67,1.67,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
6,1995,1,1995-09-03,26-212,TAM,@,PHI,W 21-6,,0,0,,0,0,0,,,,0,0,,0,,
7,1995,2,1995-09-10,26-219,TAM,@,CLE,L 6-22,,0,0,,0,0,0,,,,0,0,,0,,
8,1995,3,1995-09-17,26-226,TAM,,CHI,L 6-25,,4,7,57.14,39,0,0,72.9,5.57,5.57,0,0,,0,0,0
9,1995,4,1995-09-24,26-233,TAM,,WAS,W 14-6,,0,0,,0,0,0,,,,0,0,,0,,
10,1995,5,1995-10-01,26-240,TAM,@,CAR,W 20-13,,9,20,45.00,156,0,0,72.1,7.80,7.80,2,0,0.00,1,1,6
11,1995,6,1995-10-08,26-247,TAM,,CIN,W 19-16,,3,7,42.86,35,0,0,58.6,5.00,5.00,2,5,2.50,0,0,0
12,1995,7,1995-10-15,26-254,TAM,,MIN,W 20-17,,0,0,,0,0,0,,,,0,0,,0,,
13,1995,8,1995-10-22,26-261,TAM,,ATL,L 21-24,,0,0,,0,0,0,,,,0,0,,0,,
14,1995,9,1995-10-29,26-268,TAM,@,HOU,L 7-19,,0,0,,0,0,0,,,,0,0,,0,,
15,1995,10,1995-11-12,26-282,TAM,@,DET,L 24-27,,9,16,56.25,108,0,1,51.0,6.75,3.94,1,0,0.00,0,0,0
16,1995,11,1995-11-19,26-289,TAM,,JAX,W 17-16,,0,0,,0,0,0,,,,0,0,,0,,
17,1995,12,1995-11-26,26-296,TAM,@,GNB,L 13-35,,0,0,,0,0,0,,,,0,0,,0,,
18,1995,13,1995-12-03,26-303,TAM,@,MIN,L 17-31,,6,13,46.15,75,1,0,90.2,5.77,7.31,0,0,,0,0,0
19,1995,14,1995-12-10,26-310,TAM,,GNB,W 13-10,,0,0,,0,0,0,,,,0,0,,0,,
20,1995,15,1995-12-17,26-317,TAM,@,CHI,L 10-31,,0,0,,0,0,0,,,,0,0,,0,,
21,1995,16,1995-12-23,26-323,TAM,,DET,L 10-37,,11,28,39.29,106,0,1,35.7,3.79,2.18,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
22,1996,2,1996-09-08,27-218,TAM,@,DET,L 6-21,,3,4,75.00,25,0,0,90.6,6.25,6.25,1,0,0.00,0,0,0
23,1996,5,1996-09-29,27-239,TAM,,DET,L 0-27,,2,5,40.00,51,0,1,38.3,10.20,1.20,0,0,,0,0,0
24,1996,16,1996-12-22,27-323,TAM,,CHI,W 34-19,,0,0,,0,0,0,,,,1,-1,-1.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
25,1999,2,1999-09-19,30-228,WAS,@,NYG,W 50-21,,0,0,,0,0,0,,,,3,-2,-0.67,0,0,0
26,1999,16,2000-01-02,30-333,WAS,,MIA,W 21-10,,0,0,,0,0,0,,,,2,-2,-1.00,0,0,0
,,,26 Games,,,,,10-16-0,,60,120,50.00,713,1,4,57.4,5.94,4.61,12,0,0.00,1,1,6
