
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1964,11,1964-11-22,22-244,PIT,@,NYG,W 44-17,,1,3,33.33,7,0,0,42.4,2.33,2.33,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
2,1965,1,1965-09-19,23-180,PIT,,GNB,L 9-41,,1,4,25.00,22,0,0,50.0,5.50,5.50,0,0,,0
3,1965,10,1965-11-21,23-243,PIT,,WAS,L 3-31,*,1,7,14.29,15,0,2,0.0,2.14,-10.71,2,-3,-1.50,0
4,1965,13,1965-12-12,23-264,PIT,,PHI,L 13-47,,22,38,57.89,278,1,7,50.0,7.32,-0.45,3,6,2.00,0
5,1965,14,1965-12-19,23-271,PIT,@,WAS,L 14-35,*,9,17,52.94,148,1,4,62.5,8.71,-0.71,3,40,13.33,0
,,,5 Games,,,,,1-4-0,,34,69,49.28,470,2,13,41.6,6.81,-1.09,8,43,5.38,0
