
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1987,3,1987-10-04,23-164,STL,@,WAS,L 21-28,*,16,35,45.71,258,0,0,70.9,7.37,7.37,2,-7,-3.50,0
2,1987,4,1987-10-11,23-171,STL,,NOR,W 24-19,*,2,7,28.57,5,0,1,0.0,0.71,-5.71,1,-2,-2.00,0
3,1987,5,1987-10-18,23-178,STL,@,SFO,L 28-34,,0,0,,0,0,0,,,,0,0,,0
,,,3 Games,,,,,1-2-0,,18,42,42.86,263,0,1,54.0,6.26,5.19,3,-9,-3.00,0
