
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1987,3,1987-10-04,23-129,WAS,,STL,W 28-21,*,14,24,58.33,334,3,1,125.0,13.92,14.54,4,29,7.25,0
2,1987,4,1987-10-11,23-136,WAS,@,NYG,W 38-12,*,11,23,47.83,176,1,0,88.3,7.65,8.52,5,2,0.40,0
3,1987,5,1987-10-19,23-144,WAS,@,DAL,W 13-7,*,1,2,50.00,22,0,0,89.6,11.00,11.00,0,0,,0
,,,3 Games,,,,,3-0-0,,26,49,53.06,532,4,1,110.2,10.86,11.57,9,31,3.44,0
