
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
1,1987,3,1987-10-05,25-228,SFO,@,NYG,W 41-21,7,36,5.14,1,2,2,100.00,52,1,0,158.3,26.00,36.00,1,6
2,1987,4,1987-10-11,25-234,SFO,@,ATL,W 25-17,3,9,3.00,0,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0
,,,2 Games,,,,,2-0-0,10,45,4.50,1,2,4,50.00,52,1,0,135.4,13.00,18.00,1,6
