
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1968,1,1968-09-06,23-122,CIN,@,SDG,L 13-29,*,14,26,53.85,125,0,1,51.0,4.81,3.08,1,12,12.00,0
2,1968,4,1968-09-29,23-145,CIN,,SDG,L 10-31,,5,8,62.50,53,0,1,42.2,6.63,1.00,1,6,6.00,0
3,1968,7,1968-10-20,23-166,CIN,,MIA,L 22-24,,10,11,90.91,150,1,0,149.1,13.64,15.45,0,0,,0
4,1968,8,1968-10-27,23-173,CIN,@,OAK,L 10-31,*,9,16,56.25,75,0,1,42.4,4.69,1.88,0,0,,0
5,1968,12,1968-11-24,23-201,CIN,,OAK,L 0-34,*,3,6,50.00,22,0,1,19.4,3.67,-3.83,1,-1,-1.00,0
6,1968,13,1968-12-01,23-208,CIN,@,BOS,L 14-33,,3,6,50.00,23,0,0,59.7,3.83,3.83,0,0,,0
7,1968,14,1968-12-08,23-215,CIN,@,NYJ,L 14-27,*,3,7,42.86,58,0,0,72.3,8.29,8.29,1,0,0.00,0
,,,7 Games,,,,,0-7-0,,47,80,58.75,506,1,4,60.7,6.33,4.33,4,17,4.25,0
