
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1962,8,1962-11-04,22-082,WAS,,DAL,L 10-38,,4,6,66.67,44,0,0,88.2,7.33,7.33,1,1,1.00,1,1,6
2,1962,11,1962-11-25,22-103,WAS,,NYG,L 24-42,,9,16,56.25,169,2,1,106.5,10.56,10.25,0,0,,0,0,0
3,1962,12,1962-12-02,22-110,WAS,,PHI,L 14-37,,6,10,60.00,61,0,0,77.5,6.10,6.10,1,1,1.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
4,1963,2,1963-09-22,23-039,NYJ,,HOU,W 24-17,,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0,0,0
5,1963,6,1963-10-20,23-067,NYJ,@,OAK,L 26-49,,6,12,50.00,118,1,0,112.5,9.83,11.50,2,9,4.50,1,1,6
6,1963,8,1963-11-02,23-080,NYJ,,SDG,L 7-53,,4,11,36.36,47,0,1,12.3,4.27,0.18,0,0,,0,0,0
7,1963,12,1963-12-08,23-116,NYJ,@,BUF,L 14-45,,15,37,40.54,175,1,2,42.1,4.73,2.84,3,7,2.33,0,0,0
8,1963,13,1963-12-14,23-122,NYJ,,BUF,L 10-19,*,11,33,33.33,175,1,2,36.8,5.30,3.18,3,7,2.33,0,0,0
9,1963,14,1963-12-22,23-130,NYJ,@,KAN,L 0-48,*,9,24,37.50,96,0,3,10.4,4.00,-1.63,1,1,1.00,0,0,0
,,,9 Games,,,,,1-8-0,,64,150,42.67,885,5,10,45.6,5.90,3.57,11,26,2.36,2,2,12
