
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1968,1,1968-09-14,22-346,ATL,@,MIN,L 7-47,,1,7,14.29,18,0,1,0.0,2.57,-3.86,1,0,0.00,0,0,0
2,1968,3,1968-09-29,22-361,ATL,@,SFO,L 13-28,,2,7,28.57,22,0,0,40.2,3.14,3.14,0,0,,0,0,0
3,1968,9,1968-11-10,23-037,ATL,,RAM,L 10-17,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
4,1969,5,1969-10-19,24-015,ATL,@,SFO,W 21-7,,8,10,80.00,87,1,1,96.7,8.70,6.20,2,6,3.00,0,0,0
5,1969,6,1969-10-26,24-022,ATL,@,GNB,L 10-28,*,9,19,47.37,104,0,1,42.4,5.47,3.11,5,38,7.60,1,1,6
6,1969,7,1969-11-02,24-029,ATL,,RAM,L 6-38,,1,8,12.50,35,0,2,5.7,4.38,-6.88,1,-6,-6.00,0,0,0
7,1969,10,1969-11-23,24-050,ATL,@,WAS,L 20-27,*,7,20,35.00,104,0,0,52.9,5.20,5.20,2,19,9.50,0,0,0
8,1969,12,1969-12-07,24-064,ATL,,NOR,W 45-17,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
9,1969,13,1969-12-14,24-071,ATL,@,PHI,W 27-3,,0,3,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
,,,9 Games,,,,,3-6-0,,28,77,36.36,370,1,5,29.7,4.81,2.14,11,57,5.18,1,1,6
