
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1984,15,1984-12-09,22-298,ATL,@,TAM,L 6-23,,0,1,0.00,0,0,1,0.0,0.00,-45.00,1,7,7.00,0,0,0
2,1984,16,1984-12-16,22-305,ATL,,PHI,W 26-10,,11,17,64.71,181,1,0,120.0,10.65,11.82,5,31,6.20,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
3,1985,1,1985-09-08,23-205,ATL,,DET,L 27-28,,0,0,,0,0,0,,,,0,0,,0,,
4,1985,2,1985-09-15,23-212,ATL,@,SFO,L 16-35,,4,8,50.00,30,0,0,59.4,3.75,3.75,1,7,7.00,0,0,0
5,1985,3,1985-09-22,23-219,ATL,,DEN,L 28-44,,3,5,60.00,45,0,0,89.6,9.00,9.00,0,0,,0,0,0
6,1985,4,1985-09-29,23-226,ATL,@,RAM,L 6-17,,11,21,52.38,114,0,1,48.5,5.43,3.29,5,29,5.80,0,0,0
7,1985,5,1985-10-06,23-233,ATL,,SFO,L 17-38,,9,11,81.82,87,0,0,99.6,7.91,7.91,2,36,18.00,1,1,6
8,1985,6,1985-10-13,23-240,ATL,@,SEA,L 26-30,*,14,27,51.85,209,2,1,86.8,7.74,7.56,5,18,3.60,0,0,0
9,1985,7,1985-10-20,23-247,ATL,,NOR,W 31-24,*,20,30,66.67,250,0,3,52.8,8.33,3.83,7,29,4.14,1,1,6
10,1985,8,1985-10-27,23-254,ATL,@,DAL,L 10-24,*,9,23,39.13,99,1,3,27.5,4.30,-0.70,4,5,1.25,0,0,0
11,1985,9,1985-11-03,23-261,ATL,,WAS,L 10-44,*,4,12,33.33,36,0,0,42.4,3.00,3.00,3,16,5.33,0,0,0
