
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1998,5,1998-10-04,23-200,DEN,,PHI,W 41-16,,1,3,33.33,2,0,1,2.8,0.67,-14.33,4,-4,-1.00,0,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
2,1999,1,1999-09-13,24-179,DEN,,MIA,L 21-38,*,24,40,60.00,270,3,0,105.2,6.75,8.25,2,4,2.00,0,0,0,0,,0,0,0
3,1999,2,1999-09-19,24-185,DEN,@,KAN,L 10-26,*,11,16,68.75,107,0,1,61.2,6.69,3.88,2,0,0.00,0,0,0,0,,0,0,0
4,1999,3,1999-09-26,24-192,DEN,@,TAM,L 10-13,*,14,29,48.28,132,1,1,58.4,4.55,3.69,1,0,0.00,0,0,0,0,,0,0,0
5,1999,4,1999-10-03,24-199,DEN,,NYJ,L 13-21,*,15,31,48.39,212,0,3,31.3,6.84,2.48,4,16,4.00,0,0,0,0,,0,0,0
6,1999,5,1999-10-10,24-206,DEN,@,OAK,W 16-13,*,17,29,58.62,234,1,1,81.7,8.07,7.21,7,16,2.29,0,0,0,0,,0,0,0
7,1999,6,1999-10-17,24-213,DEN,,GNB,W 31-10,*,19,31,61.29,363,2,1,110.0,11.71,11.55,5,-4,-0.80,1,0,0,0,,0,1,6
8,1999,7,1999-10-24,24-220,DEN,@,NWE,L 23-24,*,25,38,65.79,316,1,0,100.3,8.32,8.84,3,23,7.67,1,0,0,0,,0,1,6
9,1999,8,1999-10-31,24-227,DEN,,MIN,L 20-23,*,24,40,60.00,274,1,1,78.5,6.85,6.23,7,10,1.43,0,0,0,0,,0,0,0
10,1999,11,1999-11-22,24-249,DEN,,OAK,W 27-21,,6,14,42.86,60,0,0,55.7,4.29,4.29,2,1,0.50,0,0,0,0,,0,0,0
11,1999,12,1999-12-05,24-262,DEN,,KAN,L 10-16,*,20,36,55.56,227,0,1,63.1,6.31,5.06,1,1,1.00,0,0,0,0,,0,0,0
12,1999,13,1999-12-13,24-270,DEN,@,JAX,L 24-27,*,21,33,63.64,275,2,2,84.8,8.33,6.82,3,13,4.33,0,0,0,0,,0,0,0
13,1999,14,1999-12-19,24-276,DEN,,SEA,W 36-30,*,20,39,51.28,180,2,2,59.8,4.62,3.33,4,52,13.00,0,0,0,0,,0,0,0
14,1999,15,1999-12-25,24-282,DEN,@,DET,W 17-7,*,22,30,73.33,171,1,1,84.2,5.70,4.87,3,2,0.67,0,0,0,0,,0,0,0
15,1999,16,2000-01-02,24-290,DEN,,SDG,L 6-12,*,23,46,50.00,211,0,0,62.9,4.59,4.59,2,4,2.00,0,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
16,2000,1,2000-09-04,25-170,DEN,@,STL,L 36-41,*,19,29,65.52,307,2,0,123.8,10.59,11.97,4,28,7.00,1,0,0,0,,0,1,6
17,2000,2,2000-09-10,25-176,DEN,,ATL,W 42-14,*,20,33,60.61,268,3,0,116.7,8.12,9.94,1,0,0.00,0,0,0,0,,0,0,0
18,2000,3,2000-09-17,25-183,DEN,@,OAK,W 33-24,*,21,31,67.74,213,2,0,108.7,6.87,8.16,6,-7,-1.17,0,0,0,0,,0,0,0
19,2000,5,2000-10-01,25-197,DEN,,NWE,L 19-28,*,31,50,62.00,361,1,1,82.2,7.22,6.72,6,29,4.83,0,0,0,0,,0,0,0
20,2000,6,2000-10-08,25-204,DEN,@,SDG,W 21-7,*,27,40,67.50,235,3,0,107.8,5.88,7.38,1,7,7.00,0,0,0,0,,0,0,0
21,2000,7,2000-10-15,25-211,DEN,,CLE,W 44-10,*,19,34,55.88,336,3,0,119.2,9.88,11.65,1,14,14.00,0,0,0,0,,0,0,0
22,2000,8,2000-10-22,25-218,DEN,@,CIN,L 21-31,*,30,45,66.67,365,2,1,97.0,8.11,8.00,3,16,5.33,0,0,0,0,,0,0,0
23,2000,9,2000-11-05,25-232,DEN,@,NYJ,W 30-23,*,22,35,62.86,327,2,1,100.5,9.34,9.20,5,12,2.40,0,0,0,0,,0,0,0
24,2000,10,2000-11-13,25-240,DEN,,OAK,W 27-24,*,25,37,67.57,262,1,1,85.6,7.08,6.41,2,3,1.50,0,0,0,0,,0,0,0
25,2000,16,2000-12-23,25-280,DEN,,SFO,W 38-9,*,2,2,100.00,14,0,0,95.8,7.00,7.00,0,0,,0,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
26,2001,1,2001-09-10,26-176,DEN,,NYG,W 31-20,*,21,29,72.41,330,3,0,144.3,11.38,13.45,5,8,1.60,0,0,0,0,,0,0,0
27,2001,2,2001-09-23,26-189,DEN,@,ARI,W 38-17,*,22,31,70.97,242,3,0,126.0,7.81,9.74,0,0,,0,0,0,0,,0,0,0
28,2001,3,2001-09-30,26-196,DEN,,BAL,L 13-20,*,17,33,51.52,191,1,2,54.0,5.79,3.67,5,17,3.40,0,0,0,0,,0,0,0
29,2001,4,2001-10-07,26-203,DEN,,KAN,W 20-6,*,11,20,55.00,121,1,1,69.0,6.05,4.80,8,14,1.75,0,0,0,0,,0,0,0
30,2001,5,2001-10-14,26-210,DEN,@,SEA,L 21-34,*,24,36,66.67,209,2,3,65.6,5.81,3.17,2,38,19.00,0,0,0,0,,0,0,0
31,2001,6,2001-10-21,26-217,DEN,@,SDG,L 10-27,*,26,41,63.41,212,1,2,64.3,5.17,3.46,4,7,1.75,0,0,0,0,,0,0,0
32,2001,7,2001-10-28,26-224,DEN,,NWE,W 31-20,*,19,30,63.33,283,2,2,88.6,9.43,7.77,4,-1,-0.25,0,1,1,-6,-6.00,0,0,0
33,2001,8,2001-11-05,26-232,DEN,@,OAK,L 28-38,*,22,32,68.75,221,2,2,82.9,6.91,5.34,0,0,,0,0,0,0,,0,0,0
34,2001,9,2001-11-11,26-238,DEN,,SDG,W 26-16,*,21,31,67.74,224,2,0,110.1,7.23,8.52,5,11,2.20,0,0,0,0,,0,0,0
