
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1963,1,1963-09-08,35-233,SDG,,BUF,W 14-10,*,18,29,62.07,260,0,1,76.8,8.97,7.41,1,5,5.00,0,,0,0,,0,0,0
2,1963,2,1963-09-14,35-239,SDG,,BOS,W 17-13,*,5,12,41.67,97,1,1,63.5,8.08,6.00,1,0,0.00,0,,0,0,,0,0,0
3,1963,3,1963-09-29,35-254,SDG,,KAN,W 24-10,*,10,16,62.50,127,3,1,100.8,7.94,8.88,3,4,1.33,0,,0,0,,0,0,0
4,1963,4,1963-10-06,35-261,SDG,@,DEN,L 34-50,*,11,17,64.71,230,3,2,108.1,13.53,11.76,1,-2,-2.00,0,,0,0,,0,0,0
5,1963,5,1963-10-13,35-268,SDG,,NYJ,W 24-20,*,10,13,76.92,78,0,1,59.1,6.00,2.54,1,-1,-1.00,0,,0,0,,0,0,0
6,1963,6,1963-10-20,35-275,SDG,@,KAN,W 38-17,*,16,22,72.73,266,2,0,143.4,12.09,13.91,2,9,4.50,0,,0,0,,0,0,0
7,1963,7,1963-10-27,35-282,SDG,,OAK,L 33-34,*,6,14,42.86,67,1,4,42.0,4.79,-6.64,1,6,6.00,0,,0,0,,0,0,0
8,1963,8,1963-11-02,35-288,SDG,@,NYJ,W 53-7,*,21,29,72.41,369,3,0,149.0,12.72,14.79,2,10,5.00,1,,0,0,,0,1,6
9,1963,9,1963-11-10,35-296,SDG,@,BOS,W 7-6,*,17,29,58.62,252,1,1,84.3,8.69,7.83,1,1,1.00,0,,0,0,,0,0,0
10,1963,10,1963-11-17,35-303,SDG,@,BUF,W 23-13,*,10,22,45.45,156,1,2,46.8,7.09,3.91,2,12,6.00,0,,0,0,,0,0,0
11,1963,11,1963-12-01,35-317,SDG,,HOU,W 27-0,*,13,24,54.17,134,1,2,49.7,5.58,2.67,1,3,3.00,0,,0,0,,0,0,0
12,1963,12,1963-12-08,35-324,SDG,@,OAK,L 27-41,*,17,25,68.00,284,3,0,145.7,11.36,13.76,5,7,1.40,0,,0,0,,0,0,0
13,1963,13,1963-12-15,35-331,SDG,@,HOU,W 20-14,*,9,17,52.94,81,0,1,41.5,4.76,2.12,3,8,2.67,1,,0,0,,0,1,6
14,1963,14,1963-12-22,35-338,SDG,,DEN,W 58-20,*,7,17,41.18,109,1,1,58.2,6.41,4.94,0,0,,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
15,1964,1,1964-09-12,36-238,SDG,,HOU,W 27-21,*,15,26,57.69,235,3,1,110.3,9.04,9.62,0,0,,0,,0,0,,0,0,0
16,1964,2,1964-09-20,36-246,SDG,,BOS,L 28-33,*,7,16,43.75,42,0,2,11.5,2.63,-3.00,0,0,,0,,0,0,,0,0,0
17,1964,3,1964-09-26,36-252,SDG,@,BUF,L 3-30,*,9,21,42.86,153,0,1,48.3,7.29,5.14,1,-2,-2.00,0,,0,0,,0,0,0
18,1964,4,1964-10-03,36-259,SDG,@,NYJ,T 17-17,*,15,29,51.72,225,2,2,71.8,7.76,6.03,4,-2,-0.50,0,,0,0,,0,0,0
19,1964,5,1964-10-09,36-265,SDG,@,BOS,W 26-17,*,3,8,37.50,24,0,1,6.2,3.00,-2.63,1,-3,-3.00,0,,0,0,,0,0,0
20,1964,6,1964-10-18,36-274,SDG,,DEN,W 42-14,,1,4,25.00,14,0,1,2.1,3.50,-7.75,0,0,,0,,0,0,,0,0,0
21,1964,7,1964-10-25,36-281,SDG,@,HOU,W 20-17,,1,2,50.00,22,0,1,50.0,11.00,-11.50,3,-4,-1.33,0,,0,0,,0,0,0
22,1964,8,1964-11-01,36-288,SDG,,OAK,W 31-17,,2,10,20.00,83,1,1,55.4,8.30,5.80,0,0,,0,,0,0,,0,0,0
23,1964,9,1964-11-08,36-295,SDG,@,DEN,W 31-20,,5,12,41.67,84,2,1,70.8,7.00,6.58,0,0,,0,,0,0,,0,0,0
24,1964,11,1964-11-26,36-313,SDG,,BUF,L 24-27,,1,3,33.33,20,0,2,18.1,6.67,-23.33,0,0,,0,,0,0,,0,0,0
25,1964,12,1964-12-06,36-323,SDG,,NYJ,W 38-3,,1,2,50.00,82,1,0,135.4,41.00,51.00,0,0,,0,,0,0,,0,0,0
26,1964,13,1964-12-13,36-330,SDG,,KAN,L 6-49,,4,12,33.33,44,0,1,10.4,3.67,-0.08,0,0,,0,,1,-11,-11.00,0,0,0
27,1964,14,1964-12-20,36-337,SDG,@,OAK,L 20-21,,11,18,61.11,126,0,1,59.0,7.00,4.50,0,0,,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
28,1966,5,1966-10-08,38-263,DEN,@,KAN,L 10-37,,2,6,33.33,28,0,1,9.7,4.67,-2.83,0,0,,0,,0,0,,0,0,0
29,1966,6,1966-10-16,38-271,DEN,@,MIA,L 7-24,,1,2,50.00,12,0,0,68.7,6.00,6.00,0,0,,0,,0,0,,0,0,0
,,,29 Games,,,,,18-10-1,,248,457,54.27,3704,29,33,72.1,8.11,6.12,33,51,1.55,2,,1,-11,-11.00,0,2,12
