
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1974,3,1974-09-29,25-052,CLE,@,STL,L 7-29,,1,2,50.00,6,0,0,56.2,3.00,3.00,0,0,,0,0,0
2,1974,4,1974-10-06,25-059,CLE,,OAK,L 24-40,,2,6,33.33,22,0,3,5.6,3.67,-18.83,0,0,,0,0,0
3,1974,7,1974-10-27,25-080,CLE,,DEN,W 23-21,,4,6,66.67,32,0,0,79.9,5.33,5.33,5,12,2.40,2,2,12
4,1974,8,1974-11-03,25-087,CLE,@,SDG,L 35-36,*,16,23,69.57,186,1,1,90.1,8.09,7.00,2,2,1.00,2,2,12
5,1974,9,1974-11-10,25-094,CLE,@,NWE,W 21-14,*,10,18,55.56,116,0,0,75.2,6.44,6.44,3,8,2.67,0,0,0
6,1974,10,1974-11-17,25-101,CLE,,PIT,L 16-26,*,15,30,50.00,162,0,3,26.7,5.40,0.90,2,17,8.50,0,0,0
7,1974,11,1974-11-24,25-108,CLE,,BUF,L 10-15,*,6,10,60.00,37,0,0,67.5,3.70,3.70,2,4,2.00,0,0,0
8,1974,12,1974-12-01,25-115,CLE,,SFO,W 7-0,*,5,13,38.46,42,0,0,47.6,3.23,3.23,2,1,0.50,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
9,1975,2,1975-09-28,26-051,CLE,,MIN,L 10-42,,6,11,54.55,46,0,3,25.4,4.18,-8.09,2,24,12.00,0,0,0
10,1975,4,1975-10-12,26-065,CLE,,HOU,L 10-40,,7,14,50.00,83,0,0,68.5,5.93,5.93,0,0,,0,0,0
