
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,2001,16,2002-01-06,23-165,PIT,,CLE,W 28-7,,0,0,,0,0,0,,,,1,8,8.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
2,2003,15,2003-12-22,25-150,OAK,,GNB,L 7-41,,4,5,80.00,55,0,0,112.5,11.00,11.00,1,6,6.00,0
3,2003,16,2003-12-28,25-156,OAK,@,SDG,L 14-21,,2,11,18.18,14,0,1,1.7,1.27,-2.82,4,22,5.50,0
,,,3 Games,,,,,1-2-0,,6,16,37.50,69,0,1,25.3,4.31,1.50,6,36,6.00,0
