
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1960,1,1960-09-11,22-303,NYT,,BUF,W 27-3,*,9,18,50.00,152,1,0,97.5,8.44,9.56,0,0,,0
2,1960,2,1960-09-17,22-309,NYT,,BOS,L 24-28,,0,4,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
3,1960,3,1960-09-23,22-315,NYT,,DEN,W 28-24,,1,1,100.00,3,0,0,79.2,3.00,3.00,0,0,,0
4,1960,5,1960-10-09,22-331,NYT,@,HOU,L 21-27,,14,30,46.67,186,2,2,61.2,6.20,4.53,0,0,,0
5,1960,6,1960-10-16,22-338,NYT,@,BUF,W 17-13,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
6,1960,7,1960-10-23,22-345,NYT,,HOU,L 28-42,,11,16,68.75,245,3,0,151.0,15.31,19.06,2,10,5.00,0
,,,6 Games,,,,,3-3-0,,35,70,50.00,586,6,2,95.3,8.37,8.80,2,10,5.00,0
