
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1966,13,1966-12-11,24-233,CHI,@,SFO,L 14-41,,0,0,,0,0,0,,,,1,-5,-5.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
2,1967,1,1967-09-17,25-148,CHI,@,PIT,L 13-41,*,7,13,53.85,89,0,1,43.4,6.85,3.38,3,3,1.00,0,0,0
3,1967,2,1967-09-24,25-155,CHI,@,GNB,L 10-13,*,3,7,42.86,16,0,1,10.7,2.29,-4.14,1,20,20.00,0,0,0
4,1967,9,1967-11-12,25-204,CHI,,NYG,W 34-7,,7,16,43.75,75,3,0,97.7,4.69,8.44,5,8,1.60,2,2,12
5,1967,14,1967-12-17,25-239,CHI,@,ATL,W 23-14,,4,8,50.00,48,0,0,68.7,6.00,6.00,2,11,5.50,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
6,1968,1,1968-09-15,26-146,CHI,,WAS,L 28-38,,3,4,75.00,25,0,0,90.6,6.25,6.25,1,-2,-2.00,0,0,0
7,1968,2,1968-09-22,26-153,CHI,@,DET,L 0-42,,6,19,31.58,61,0,5,2.2,3.21,-8.63,3,-4,-1.33,0,0,0
8,1968,3,1968-09-29,26-160,CHI,@,MIN,W 27-17,,4,4,100.00,44,0,0,112.5,11.00,11.00,0,0,,0,0,0
9,1968,4,1968-10-06,26-167,CHI,@,BAL,L 7-28,*,4,7,57.14,29,0,1,27.4,4.14,-2.29,1,3,3.00,0,0,0
10,1968,5,1968-10-13,26-174,CHI,,DET,L 10-28,*,6,18,33.33,131,1,0,78.7,7.28,8.39,3,14,4.67,0,0,0
11,1968,10,1968-11-17,26-209,CHI,,ATL,L 13-16,,7,15,46.67,71,0,1,32.9,4.73,1.73,1,1,1.00,0,0,0
,,,11 Games,,,,,3-8-0,,51,111,45.95,589,4,9,40.7,5.31,2.38,21,49,2.33,2,2,12
