
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1960,1,1960-09-25,26-033,PHI,,CLE,L 24-41,,5,6,83.33,57,1,0,145.8,9.50,12.83,0,0,,0,,0,0,,0,0,0
2,1960,4,1960-10-16,26-054,PHI,,DET,W 28-10,,1,4,25.00,-3,0,0,39.6,-0.75,-0.75,0,0,,0,,0,0,,0,0,0
3,1960,6,1960-11-06,26-075,PHI,,PIT,W 34-7,,2,4,50.00,25,0,0,69.8,6.25,6.25,0,0,,0,,0,0,,0,0,0
4,1960,11,1960-12-11,26-110,PHI,@,PIT,L 21-27,,8,19,42.11,211,2,1,96.6,11.11,10.84,1,-4,-4.00,0,,0,0,,0,0,0
5,1960,12,1960-12-18,26-117,PHI,@,WAS,W 38-28,,8,11,72.73,196,2,0,154.4,17.82,21.45,3,9,3.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
6,1961,1,1961-09-17,27-025,PHI,,CLE,W 27-20,*,11,17,64.71,183,2,1,115.6,10.76,10.47,1,1,1.00,0,,0,0,,0,0,0
7,1961,2,1961-09-24,27-032,PHI,,WAS,W 14-7,*,11,28,39.29,210,2,3,50.3,7.50,4.11,1,4,4.00,0,,0,0,,0,0,0
8,1961,3,1961-10-01,27-039,PHI,,STL,L 27-30,*,24,36,66.67,399,3,2,108.4,11.08,10.25,4,4,1.00,0,,0,0,,0,0,0
9,1961,4,1961-10-08,27-046,PHI,,PIT,W 21-16,*,11,22,50.00,109,2,3,55.1,4.95,0.64,4,10,2.50,0,,0,0,,0,0,0
10,1961,5,1961-10-15,27-053,PHI,@,STL,W 20-7,*,17,32,53.13,233,2,0,97.5,7.28,8.53,3,0,0.00,0,,0,0,,0,0,0
11,1961,6,1961-10-22,27-060,PHI,@,DAL,W 43-7,*,10,15,66.67,154,0,0,100.4,10.27,10.27,0,0,,0,,0,0,,0,0,0
12,1961,7,1961-10-29,27-067,PHI,@,WAS,W 27-24,*,27,41,65.85,436,3,2,105.3,10.63,9.90,2,-5,-2.50,0,,0,0,,0,0,0
13,1961,8,1961-11-05,27-074,PHI,,CHI,W 16-14,*,18,33,54.55,249,1,3,51.2,7.55,4.06,1,-4,-4.00,0,,0,0,,0,0,0
14,1961,9,1961-11-12,27-081,PHI,@,NYG,L 21-38,*,15,33,45.45,188,2,3,46.0,5.70,2.82,1,3,3.00,0,,0,0,,0,0,0
15,1961,10,1961-11-19,27-088,PHI,@,CLE,L 24-45,*,18,32,56.25,230,2,1,86.7,7.19,7.03,0,0,,0,,0,0,,0,0,0
16,1961,11,1961-11-26,27-095,PHI,,DAL,W 35-13,*,16,23,69.57,351,5,2,115.5,15.26,15.70,0,0,,0,,0,0,,0,0,0
17,1961,12,1961-12-03,27-102,PHI,@,PIT,W 35-24,*,14,31,45.16,211,2,0,89.6,6.81,8.10,1,0,0.00,0,,0,0,,0,0,0
18,1961,13,1961-12-10,27-109,PHI,,NYG,L 24-28,*,16,31,51.61,367,3,2,99.8,11.84,10.87,1,14,14.00,0,,0,0,,0,0,0
19,1961,14,1961-12-17,27-116,PHI,@,DET,W 27-24,*,27,42,64.29,403,3,2,99.6,9.60,8.88,1,0,0.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
20,1962,1,1962-09-16,28-024,PHI,,STL,L 21-27,*,15,25,60.00,273,1,2,77.6,10.92,8.12,2,1,0.50,0,,0,0,,0,0,0
21,1962,2,1962-09-23,28-031,PHI,,NYG,L 13-29,*,33,57,57.89,396,1,3,63.2,6.95,4.93,1,-7,-7.00,0,,0,0,,0,0,0
22,1962,3,1962-09-30,28-038,PHI,,CLE,W 35-7,*,18,24,75.00,265,2,2,103.6,11.04,8.96,1,1,1.00,1,,0,0,,0,1,6
23,1962,4,1962-10-06,28-044,PHI,@,PIT,L 7-13,*,13,33,39.39,163,1,2,40.3,4.94,2.82,2,0,0.00,0,,0,0,,0,0,0
24,1962,5,1962-10-14,28-052,PHI,@,DAL,L 19-41,*,4,10,40.00,60,0,0,60.4,6.00,6.00,0,0,,0,,0,0,,0,0,0
25,1962,6,1962-10-21,28-059,PHI,,WAS,L 21-27,,15,22,68.18,231,3,2,104.4,10.50,9.14,0,0,,0,,0,0,,0,0,0
26,1962,7,1962-10-28,28-066,PHI,@,MIN,L 21-31,*,12,23,52.17,297,2,2,90.4,12.91,10.74,0,0,,0,,0,0,,0,0,0
27,1962,8,1962-11-04,28-073,PHI,@,CLE,T 14-14,*,15,27,55.56,142,1,3,43.1,5.26,1.00,1,2,2.00,0,,0,0,,0,0,0
28,1962,9,1962-11-11,28-080,PHI,,GNB,L 0-49,*,4,13,30.77,35,0,1,8.2,2.69,-0.77,0,0,,0,,0,0,,0,0,0
29,1962,10,1962-11-18,28-087,PHI,@,NYG,L 14-19,*,8,23,34.78,119,1,0,67.1,5.17,6.04,0,0,,0,,0,0,,0,0,0
30,1962,11,1962-11-25,28-094,PHI,,DAL,W 28-14,*,13,21,61.90,342,1,2,82.0,16.29,12.95,4,20,5.00,1,,0,0,,0,1,6
31,1962,12,1962-12-02,28-101,PHI,@,WAS,W 37-14,*,14,19,73.68,261,2,1,128.7,13.74,13.47,2,13,6.50,0,,0,0,,0,0,0
32,1962,13,1962-12-09,28-108,PHI,,PIT,L 17-26,*,17,35,48.57,258,2,3,56.6,7.37,4.66,0,0,,0,,0,0,,0,0,0
33,1962,14,1962-12-16,28-115,PHI,@,STL,L 35-45,*,15,34,44.12,419,5,3,93.0,12.32,11.29,4,14,3.50,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
34,1963,1,1963-09-15,29-023,PHI,,PIT,T 21-21,*,16,26,61.54,322,3,2,111.4,12.38,11.23,2,2,1.00,0,,0,0,,0,0,0
35,1963,2,1963-09-22,29-030,PHI,,STL,L 24-28,*,12,24,50.00,166,0,0,72.6,6.92,6.92,1,1,1.00,1,,0,0,,0,1,6
