
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1983,6,1983-10-09,23-130,WAS,@,STL,W 38-14,,0,0,,0,0,0,,,,1,13,13.00,0,0,0
2,1983,8,1983-10-23,23-144,WAS,,DET,W 38-17,,0,0,,0,0,0,,,,2,0,0.00,0,0,0
3,1983,10,1983-11-06,23-158,WAS,,STL,W 45-7,,1,1,100.00,5,0,0,87.5,5.00,5.00,0,0,,0,0,0
4,1983,12,1983-11-20,23-172,WAS,@,RAM,W 42-20,,0,0,,0,0,0,,,,1,0,0.00,0,0,0
5,1983,14,1983-12-04,23-186,WAS,,ATL,W 37-21,,0,0,,0,0,0,,,,0,0,,0,,
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
6,1985,5,1985-10-06,25-127,ATL,,SFO,L 17-38,,11,16,68.75,132,0,0,93.7,8.25,8.25,2,32,16.00,1,1,6
7,1985,8,1985-10-27,25-148,ATL,@,DAL,L 10-24,,3,4,75.00,26,0,1,52.1,6.50,-4.75,0,0,,0,0,0
8,1985,9,1985-11-03,25-155,ATL,,WAS,L 10-44,,9,17,52.94,131,1,1,73.4,7.71,6.24,1,4,4.00,0,0,0
9,1985,12,1985-11-24,25-176,ATL,@,CHI,L 0-36,,1,2,50.00,6,0,0,56.2,3.00,3.00,0,0,,0,0,0
10,1985,14,1985-12-08,25-190,ATL,@,KAN,L 10-38,,0,0,,0,0,0,,,,0,0,,0,,
,,,10 Games,,,,,5-5-0,,25,40,62.50,300,1,2,72.9,7.50,5.75,7,49,7.00,1,1,6
