
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1964,1,1964-09-12,23-048,NYJ,,DEN,W 30-6,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
2,1964,2,1964-09-27,23-063,NYJ,@,BOS,L 10-26,,1,2,50.00,21,0,1,47.9,10.50,-12.00,0,0,,0
3,1964,4,1964-10-10,23-076,NYJ,,OAK,W 35-13,,0,2,0.00,0,0,0,39.6,0.00,0.00,2,3,1.50,0
4,1964,7,1964-10-31,23-097,NYJ,,BOS,W 35-14,,0,1,0.00,0,0,0,39.6,0.00,0.00,1,0,0.00,0
5,1964,9,1964-11-15,23-112,NYJ,@,DEN,L 16-20,,5,21,23.81,67,1,1,36.4,3.19,2.00,3,28,9.33,0
6,1964,12,1964-12-06,23-133,NYJ,@,SDG,L 3-38,,7,16,43.75,69,0,1,30.5,4.31,1.50,0,0,,0
7,1964,13,1964-12-13,23-140,NYJ,@,HOU,L 17-33,,7,15,46.67,145,1,2,63.9,9.67,5.00,3,14,4.67,0
8,1964,14,1964-12-20,23-147,NYJ,@,KAN,L 7-24,,3,15,20.00,39,0,0,39.6,2.60,2.60,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
9,1965,1,1965-09-12,24-048,NYJ,@,HOU,L 21-27,*,4,21,19.05,58,1,1,35.6,2.76,1.57,3,2,0.67,0
10,1965,2,1965-09-18,24-054,NYJ,,KAN,L 10-14,*,4,12,33.33,24,0,0,42.4,2.00,2.00,0,0,,0
11,1965,5,1965-10-16,24-082,NYJ,,OAK,T 24-24,,4,10,40.00,65,1,0,95.8,6.50,8.50,1,0,0.00,0
12,1965,6,1965-10-23,24-089,NYJ,,SDG,L 9-34,*,17,34,50.00,205,0,0,68.9,6.03,6.03,3,2,0.67,0
13,1965,7,1965-10-31,24-097,NYJ,,DEN,W 45-10,*,4,12,33.33,40,1,2,31.9,3.33,-2.50,0,0,,0
14,1965,8,1965-11-07,24-104,NYJ,@,KAN,W 13-10,*,9,17,52.94,107,0,2,32.8,6.29,1.00,0,0,,0
15,1965,10,1965-11-21,24-118,NYJ,,HOU,W 41-14,,1,6,16.67,17,0,1,0.0,2.83,-4.67,0,0,,0
