
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1995,14,1995-12-10,23-215,STL,,BUF,L 27-45,,3,6,50.00,29,0,0,63.9,4.83,4.83,1,5,5.00,0
2,1995,16,1995-12-24,23-229,STL,,MIA,L 22-41,,2,3,66.67,13,0,0,75.7,4.33,4.33,0,0,,0
,,,2 Games,,,,,0-2-0,,5,9,55.56,42,0,0,67.8,4.67,4.67,1,5,5.00,0
