
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1991,12,1991-11-24,24-216,NOR,,ATL,L 20-23,,1,1,100.00,61,0,0,118.7,61.00,61.00,0,0,,0
2,1991,14,1991-12-08,24-230,NOR,@,DAL,L 14-23,,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
3,1992,5,1992-10-04,25-165,NOR,@,DET,W 13-7,,1,2,50.00,10,0,0,64.6,5.00,5.00,0,0,,0
4,1992,14,1992-12-13,25-235,NOR,@,RAM,W 37-14,,1,2,50.00,0,0,0,56.2,0.00,0.00,3,-4,-1.33,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
5,1993,6,1993-10-17,26-178,NOR,@,PIT,L 14-37,,10,11,90.91,164,2,0,158.3,14.91,18.55,0,0,,0
6,1993,10,1993-11-22,26-214,NOR,@,SFO,L 7-42,,10,15,66.67,122,1,1,86.0,8.13,6.47,0,0,,0
7,1993,14,1993-12-20,26-242,NOR,,NYG,L 14-24,,11,21,52.38,148,1,2,51.4,7.05,3.71,1,0,0.00,0
8,1993,15,1993-12-26,26-248,NOR,@,PHI,L 26-37,*,1,7,14.29,14,0,0,39.6,2.00,2.00,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
9,1995,2,1995-09-10,28-141,ARI,,PHI,L 19-31,,13,21,61.90,198,1,0,108.8,9.43,10.38,0,0,,0
10,1995,9,1995-11-05,28-197,ARI,@,DEN,L 6-38,,2,3,66.67,12,0,0,74.3,4.00,4.00,0,0,,0
11,1995,10,1995-11-12,28-204,ARI,,MIN,L 24-30,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
12,1995,16,1995-12-25,28-247,ARI,,DAL,L 13-37,,5,6,83.33,61,0,0,109.0,10.17,10.17,1,0,0.00,0
,,,12 Games,,,,,2-10-0,,55,92,59.78,790,5,4,87.7,8.59,7.72,5,-4,-0.80,0
