
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Pnt,Yds,Y/P,Blck
1,1974,8,1974-11-03,23-341,MIA,,ATL,W 42-7,,0,0,,0,0,0,,,,1,-7,-7.00,0,0,0,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Pnt,Yds,Y/P,Blck
2,1975,5,1975-10-19,24-326,MIA,@,NYJ,W 43-0,,1,2,50.00,9,0,1,22.9,4.50,-18.00,0,0,,0,0,0,0,0,,0
3,1975,11,1975-12-01,25-004,MIA,,NWE,W 20-7,,1,3,33.33,5,0,0,42.4,1.67,1.67,0,0,,0,0,0,0,0,,0
4,1975,12,1975-12-07,25-010,MIA,,BUF,W 31-21,*,12,15,80.00,99,2,0,133.7,6.60,9.27,3,15,5.00,1,1,6,0,0,,0
5,1975,13,1975-12-14,25-017,MIA,@,BAL,L 7-10,*,8,19,42.11,97,0,1,36.5,5.11,2.74,3,23,7.67,0,0,0,0,0,,0
6,1975,14,1975-12-20,25-023,MIA,,DEN,W 14-13,*,4,6,66.67,20,0,0,71.5,3.33,3.33,0,0,,0,0,0,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Pnt,Yds,Y/P,Blck
