
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1990,16,1990-12-30,23-225,SDG,@,RAI,L 12-17,*,11,22,50.00,98,1,1,58.5,4.45,3.32,1,3,3.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
2,1991,1,1991-09-01,24-105,SDG,@,PIT,L 20-26,*,19,41,46.34,192,1,1,58.2,4.68,4.07,2,-3,-1.50,0
3,1991,2,1991-09-08,24-112,SDG,@,SFO,L 14-34,*,14,33,42.42,179,2,3,42.4,5.42,2.55,0,0,,0
4,1991,3,1991-09-15,24-119,SDG,,ATL,L 10-13,*,13,22,59.09,136,1,0,92.2,6.18,7.09,1,0,0.00,0
5,1991,4,1991-09-22,24-126,SDG,@,DEN,L 19-27,*,13,29,44.83,139,0,1,45.0,4.79,3.24,1,0,0.00,0
6,1991,5,1991-09-29,24-133,SDG,,KAN,L 13-14,*,10,25,40.00,162,0,0,62.4,6.48,6.48,0,0,,0
7,1991,6,1991-10-06,24-140,SDG,@,RAI,W 21-13,*,12,22,54.55,118,1,0,85.0,5.36,6.27,1,11,11.00,0
8,1991,7,1991-10-13,24-147,SDG,@,RAM,L 24-30,*,21,33,63.64,306,2,1,101.3,9.27,9.12,0,0,,0
9,1991,8,1991-10-20,24-154,SDG,,CLE,L 24-30,*,33,54,61.11,321,1,2,68.5,5.94,4.65,1,2,2.00,0
10,1991,9,1991-10-27,24-161,SDG,@,SEA,L 9-20,*,27,41,65.85,212,0,0,78.5,5.17,5.17,0,0,,0
11,1991,10,1991-11-10,24-175,SDG,,SEA,W 17-14,*,17,25,68.00,229,0,0,96.9,9.16,9.16,0,0,,0
12,1991,11,1991-11-17,24-182,SDG,,NOR,W 24-21,*,16,30,53.33,175,0,1,56.9,5.83,4.33,1,5,5.00,0
13,1991,12,1991-11-24,24-189,SDG,@,NYJ,L 3-24,*,7,9,77.78,61,0,1,55.3,6.78,1.78,1,-1,-1.00,0
14,1991,13,1991-12-01,24-196,SDG,,RAI,L 7-9,*,12,27,44.44,150,0,1,46.8,5.56,3.89,0,0,,0
15,1991,14,1991-12-08,24-203,SDG,@,KAN,L 17-20,*,19,37,51.35,208,1,1,66.0,5.62,4.95,1,0,0.00,0
