
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,2005,16,2006-01-01,26-225,JAX,,TEN,W 40-13,,8,14,57.14,100,2,0,119.0,7.14,10.00,3,1,0.33,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
2,2006,8,2006-11-05,27-168,JAX,,TEN,W 37-7,,0,0,,0,0,0,,,,0,0,,0,0,0
3,2006,16,2006-12-31,27-224,JAX,@,KAN,L 30-35,,13,22,59.09,166,0,0,82.8,7.55,7.55,2,26,13.00,2,2,12
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
4,2007,1,2007-09-09,28-111,JAX,,TEN,L 10-13,,0,0,,0,0,0,,,,0,0,,0,0,0
5,2007,5,2007-10-14,28-146,JAX,,HOU,W 37-17,,0,0,,0,0,0,,,,1,-1,-1.00,0,0,0
6,2007,6,2007-10-22,28-154,JAX,,IND,L 7-29,,9,24,37.50,56,0,2,11.1,2.33,-1.42,2,8,4.00,0,0,0
7,2007,7,2007-10-28,28-160,JAX,@,TAM,W 24-23,*,7,16,43.75,100,1,0,85.4,6.25,7.50,3,0,0.00,0,0,0
8,2007,8,2007-11-04,28-167,JAX,@,NOR,L 24-41,*,20,33,60.61,354,2,3,79.6,10.73,7.85,3,6,2.00,0,0,0
9,2007,9,2007-11-11,28-174,JAX,@,TEN,W 28-13,*,13,23,56.52,101,1,0,82.0,4.39,5.26,3,13,4.33,0,0,0
10,2007,13,2007-12-09,28-202,JAX,,CAR,W 37-6,,1,1,100.00,19,0,0,118.7,19.00,19.00,4,13,3.25,0,0,0
11,2007,15,2007-12-23,28-216,JAX,,OAK,W 49-11,,5,8,62.50,54,2,0,121.9,6.75,11.75,2,16,8.00,0,0,0
12,2007,16,2007-12-30,28-223,JAX,@,HOU,L 28-42,*,25,39,64.10,302,4,0,122.0,7.74,9.79,1,2,2.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
13,2008,11,2008-11-23,29-186,KAN,,BUF,L 31-54,,7,8,87.50,76,1,0,145.8,9.50,12.00,1,27,27.00,0,0,0
,,,13 Games,,,,,7-6-0,,108,188,57.45,1328,13,5,91.4,7.06,7.25,25,111,4.44,2,2,12
