
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1988,1,1988-09-04,28-274,SDG,@,RAI,L 13-24,*,17,29,58.62,195,1,1,76.1,6.72,5.86,9,23,2.56,0
2,1988,2,1988-09-11,28-281,SDG,@,DEN,L 3-34,*,2,8,25.00,5,0,1,0.0,0.63,-5.00,0,0,,0
3,1988,3,1988-09-18,28-288,SDG,,SEA,W 17-6,*,11,23,47.83,112,0,1,44.1,4.87,2.91,7,20,2.86,0
4,1988,4,1988-09-25,28-295,SDG,@,KAN,W 24-23,*,13,25,52.00,167,2,1,83.2,6.68,6.48,5,21,4.20,0
5,1988,5,1988-10-02,28-302,SDG,,DEN,L 0-12,*,11,21,52.38,104,0,0,66.4,4.95,4.95,3,4,1.33,0
6,1988,6,1988-10-09,28-309,SDG,,NOR,L 17-23,*,7,20,35.00,120,1,1,52.1,6.00,4.75,5,35,7.00,0
7,1988,10,1988-11-06,28-337,SDG,,RAI,L 3-13,,2,5,40.00,32,0,0,62.1,6.40,6.40,0,0,,0
8,1988,13,1988-11-27,28-358,SDG,,SFO,L 10-48,,6,13,46.15,43,0,0,54.3,3.31,3.31,2,17,8.50,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
9,1990,10,1990-11-11,30-341,DAL,,SFO,L 6-24,,0,3,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
10,1990,14,1990-12-16,31-011,DAL,,PHO,W 41-10,,1,4,25.00,10,0,0,39.6,2.50,2.50,0,0,,0
11,1990,15,1990-12-23,31-018,DAL,@,PHI,L 3-17,,13,36,36.11,140,0,4,8.8,3.89,-1.11,0,0,,0
12,1990,16,1990-12-30,31-025,DAL,@,ATL,L 7-26,*,10,24,41.67,129,1,2,38.4,5.38,2.46,2,6,3.00,0
,,,12 Games,,,,,3-9-0,,93,211,44.08,1057,5,11,45.9,5.01,3.14,33,126,3.82,0
