
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1979,2,1979-09-09,23-113,CIN,@,BUF,L 24-51,,2,5,40.00,24,0,1,15.8,4.80,-4.20,1,5,5.00,1,1,6
2,1979,3,1979-09-16,23-120,CIN,,NWE,L 14-20,,7,20,35.00,83,0,0,48.5,4.15,4.15,6,57,9.50,2,2,12
3,1979,4,1979-09-23,23-127,CIN,,HOU,L 27-30,*,11,21,52.38,181,0,1,61.8,8.62,6.48,2,0,0.00,0,0,0
4,1979,5,1979-09-30,23-134,CIN,@,DAL,L 13-38,,2,3,66.67,22,0,1,48.6,7.33,-7.67,0,0,,0,0,0
5,1979,9,1979-10-28,23-162,CIN,,PHI,W 37-13,,0,1,0.00,0,0,0,39.6,0.00,0.00,1,0,0.00,0,0,0
6,1979,12,1979-11-18,23-183,CIN,@,HOU,L 21-42,,8,19,42.11,97,1,2,36.4,5.11,1.42,4,44,11.00,1,1,6
7,1979,13,1979-11-25,23-190,CIN,,STL,W 34-28,,5,6,83.33,47,0,0,99.3,7.83,7.83,2,-5,-2.50,0,0,0
8,1979,16,1979-12-16,23-211,CIN,,CLE,W 16-12,,4,12,33.33,27,0,0,42.4,2.25,2.25,5,15,3.00,1,1,6
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
9,1980,1,1980-09-07,24-111,CIN,,TAM,L 12-17,*,6,21,28.57,47,1,1,35.6,2.24,1.05,1,0,0.00,0,0,0
10,1980,2,1980-09-14,24-118,CIN,@,MIA,L 16-17,,15,24,62.50,136,1,1,74.3,5.67,4.63,0,0,,0,0,0
