
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1984,15,1984-12-09,22-197,PHI,,NWE,W 27-17,,0,0,,0,0,0,,,,,,,
2,1984,16,1984-12-16,22-204,PHI,@,ATL,L 10-26,,1,1,100.00,33,0,0,118.7,33.00,33.00,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
3,1987,3,1987-10-04,25-131,DEN,,HOU,L 10-40,,0,4,0.00,0,0,1,0.0,0.00,-11.25,0,0,,0
4,1987,4,1987-10-12,25-139,DEN,,RAI,W 30-14,,0,1,0.00,0,0,0,39.6,0.00,0.00,2,-4,-2.00,0
5,1987,5,1987-10-18,25-145,DEN,@,KAN,W 26-17,,0,0,,0,0,0,,,,0,0,,0
,,,5 Games,,,,,3-2-0,,1,6,16.67,33,0,1,10.4,5.50,-2.00,2,-4,-2.00,0
