
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1975,3,1975-10-05,23-172,NYJ,,NWE,W 36-7,,2,3,66.67,1,0,0,70.1,0.33,0.33,1,15,15.00,0
2,1975,5,1975-10-19,23-186,NYJ,,MIA,L 0-43,,0,9,0.00,0,0,0,39.6,0.00,0.00,1,19,19.00,0
3,1975,9,1975-11-16,23-214,NYJ,@,BAL,L 19-52,,6,15,40.00,86,1,1,53.8,5.73,4.07,2,11,5.50,0
4,1975,10,1975-11-23,23-221,NYJ,,STL,L 6-37,,6,20,30.00,73,0,2,2.7,3.65,-0.85,1,8,8.00,0
5,1975,12,1975-12-07,23-235,NYJ,@,NWE,W 30-28,,0,0,,0,0,0,,,,2,-1,-0.50,0
6,1975,13,1975-12-15,23-243,NYJ,@,SDG,L 16-24,*,1,5,20.00,13,0,1,0.0,2.60,-6.40,1,6,6.00,0
7,1975,14,1975-12-21,23-249,NYJ,,DAL,L 21-31,,1,5,20.00,8,0,1,0.0,1.60,-7.40,1,1,1.00,0
,,,7 Games,,,,,2-5-0,,16,57,28.07,181,1,5,9.6,3.18,-0.42,9,59,6.56,0
